q0p0;q0p1;q0p2;q1p0;q1p1;q1p2;s[0, 3];s[0, 4];s[0, 5];s[1, 3];s[1, 4];s[1, 5];s[2, 3];s[2, 4];s[2, 5];cost_ranking 0;cost_ranking 1;cost_ranking 2;cost_ranking 3;cost_ranking 4;cost_ranking 5;cost_ranking 6;cost_ranking 7;cost_ranking 8
31;4;33;40;12;11;70;34;38;26;8;3;61;41;38;3;8;26;34;38;38;41;61;70
47;33;4;26;13;39;70;46;77;51;28;67;28;4;38;4;28;28;38;46;51;67;70;77
17;10;38;32;42;2;40;47;8;32;46;9;65;68;25;8;9;25;32;40;46;47;65;68
16;46;41;18;5;16;19;6;17;54;40;61;52;43;54;6;17;19;40;43;52;54;54;61
45;31;10;9;32;1;40;75;45;31;53;25;10;40;-6;-6;10;25;31;40;40;45;53;75
16;22;36;26;33;4;23;30;14;31;55;20;45;67;28;14;20;23;28;30;31;45;55;67
15;36;6;19;19;22;27;21;29;50;42;52;9;20;23;9;20;21;23;27;29;42;50;52
26;45;6;18;0;3;31;10;15;44;41;34;18;-9;0;-9;0;10;15;18;31;34;41;44
0;0;41;37;2;49;31;-9;46;35;-10;37;64;41;75;-10;-9;31;35;37;41;46;64;75
17;45;8;7;24;4;13;29;13;35;53;40;6;32;7;6;7;13;13;29;32;35;40;53
32;31;0;0;22;29;32;34;54;30;42;50;-13;20;21;-13;20;21;30;32;34;42;50;54
28;24;42;1;13;23;13;35;32;19;33;40;34;50;59;13;19;32;33;34;35;40;50;59
17;39;46;7;45;34;21;48;45;27;68;64;36;72;76;21;27;36;45;48;64;68;72;76
43;21;49;34;2;5;74;30;46;44;19;18;82;33;39;18;19;30;33;39;44;46;74;82
26;19;49;6;8;16;18;31;36;15;11;26;51;43;48;11;15;18;26;31;36;43;48;51
16;18;32;28;29;37;35;34;38;28;38;37;40;52;52;28;34;35;37;38;38;40;52;52
49;5;1;21;48;0;53;79;43;11;44;-7;9;42;-10;-10;-7;9;11;42;43;44;53;79
12;4;40;19;17;16;30;21;24;7;7;18;44;41;50;7;7;18;21;24;30;41;44;50
34;48;49;32;25;37;59;46;60;76;66;82;71;54;66;46;54;59;60;66;66;71;76;82
5;35;0;13;18;44;15;5;33;48;33;78;-5;9;36;-5;5;9;15;33;33;36;48;78
40;0;42;23;27;25;62;64;58;5;25;17;45;60;48;5;17;25;45;48;58;60;62;64
40;41;38;17;6;46;45;41;70;48;45;78;47;30;72;30;41;45;45;47;48;70;72;78
9;1;23;39;49;42;39;38;39;21;32;31;52;68;53;21;31;32;38;39;39;52;53;68
13;39;30;10;19;49;19;12;56;36;42;73;30;41;62;12;19;30;36;41;42;56;62;73
22;25;18;0;26;11;11;35;17;23;48;24;3;36;13;3;11;13;17;23;24;35;36;48
44;8;23;10;24;27;43;64;51;4;26;35;13;39;37;4;13;26;35;37;39;43;51;64
13;1;15;10;34;36;4;28;35;11;27;26;14;44;41;4;11;14;26;27;28;35;41;44
28;25;23;48;31;37;75;58;47;70;38;51;66;50;43;38;43;47;50;51;58;66;70;75
30;15;48;45;43;23;55;60;39;41;57;35;85;74;66;35;39;41;55;57;60;66;74;85
32;3;4;10;8;30;33;33;62;3;-3;33;3;2;30;-3;2;3;3;30;33;33;33;62
18;21;37;15;17;3;20;25;6;22;33;5;38;44;33;5;6;20;22;25;33;33;38;44
27;1;37;1;10;6;27;34;27;2;-5;5;19;41;28;-5;2;5;19;27;27;28;34;41
7;9;6;37;41;18;28;43;10;35;39;27;36;32;23;10;23;27;28;32;35;36;39;43
21;37;49;43;25;36;64;32;45;71;55;58;84;70;81;32;45;55;58;64;70;71;81;84
7;14;3;45;11;15;42;-2;3;42;9;9;41;6;7;-2;3;6;7;9;9;41;42;42
32;19;1;6;11;31;35;35;58;21;15;45;7;0;18;0;7;15;18;21;35;35;45;58
14;6;30;36;45;37;31;46;34;22;45;35;59;60;52;22;31;34;35;45;46;52;59;60
45;11;32;10;37;34;50;63;73;5;43;28;37;52;53;5;28;37;43;50;52;53;63;73
10;10;43;44;16;33;41;19;28;42;10;36;69;40;76;10;19;28;36;40;41;42;69;76
48;40;45;0;10;28;42;47;56;20;34;61;25;42;57;20;25;34;42;42;47;56;57;61
2;2;40;23;41;39;10;23;24;24;32;23;52;76;64;10;23;23;24;24;32;52;64;76
19;20;41;28;35;24;32;43;27;39;43;42;56;73;46;27;32;39;42;43;43;46;56;73
7;48;1;19;27;8;20;31;4;57;61;52;8;19;-5;-5;4;8;19;20;31;52;57;61
49;41;35;39;40;15;82;87;44;66;69;39;71;72;32;32;39;44;66;69;71;72;82;87
20;41;48;48;10;17;53;14;23;76;48;51;91;56;45;14;23;45;48;51;53;56;76;91
49;0;20;48;2;0;81;46;46;46;2;-16;60;11;4;-16;2;4;11;46;46;46;60;81
1;39;12;4;49;39;-12;31;25;41;68;72;10;44;50;-12;10;25;31;41;44;50;68;72
44;26;21;0;0;43;26;27;73;20;9;54;16;18;44;9;16;18;20;26;27;44;54;73
27;41;15;46;38;25;56;54;48;80;60;46;50;43;32;32;43;46;48;50;54;56;60;80
1;1;36;19;37;32;16;31;18;7;28;17;39;64;59;7;16;17;18;28;31;39;59;64
21;29;20;20;30;37;28;44;42;35;41;58;40;46;44;28;35;40;41;42;44;44;46;58
18;45;22;20;21;16;38;23;26;60;59;58;40;38;33;23;26;33;38;38;40;58;59;60
15;38;27;28;20;47;38;18;50;50;42;74;49;27;58;18;27;38;42;49;50;50;58;74
22;21;7;39;20;9;47;40;21;56;23;17;46;18;9;9;17;18;21;23;40;46;47;56
10;24;44;21;48;38;22;51;29;36;64;51;45;78;68;22;29;36;45;51;51;64;68;78
25;11;7;12;13;36;37;18;55;3;17;36;0;16;34;0;3;16;17;18;34;36;37;55
29;31;45;4;31;17;29;51;29;35;55;45;35;71;45;29;29;35;35;45;45;51;55;71
29;15;2;37;22;3;58;50;14;34;36;14;24;24;-8;-8;14;14;24;24;34;36;50;58
11;23;29;47;46;7;55;40;5;60;51;13;72;68;34;5;13;34;40;51;55;60;68;72
13;8;48;31;8;31;27;17;33;38;15;30;62;44;62;15;17;27;30;33;38;44;62;62
7;34;8;10;45;46;16;46;38;34;74;64;11;45;40;11;16;34;38;40;45;46;64;74
31;49;10;7;29;39;35;47;70;40;66;70;-2;36;30;-2;30;35;36;40;47;66;70;70
0;29;23;5;25;13;-4;5;12;25;49;25;17;41;29;-4;5;12;17;25;25;29;41;49
18;4;3;47;5;39;64;18;53;44;0;23;41;-12;23;-12;0;18;23;23;41;44;53;64
14;6;16;31;31;43;33;31;56;35;30;49;27;45;52;27;30;31;33;35;45;49;52;56
22;35;39;48;4;22;52;26;42;77;35;47;73;41;46;26;35;41;42;46;47;52;73;77
11;35;27;42;21;19;49;24;19;63;42;48;65;38;33;19;24;33;38;42;48;49;63;65
29;47;34;12;25;3;28;43;23;59;53;46;42;44;31;23;28;31;42;43;44;46;53;59
28;7;37;34;4;34;42;13;55;32;-2;37;62;35;61;-2;13;32;35;37;42;55;61;62
2;20;20;45;2;22;28;2;7;65;15;37;48;15;38;2;7;15;15;28;37;38;48;65
29;31;0;37;14;37;65;42;52;58;25;65;29;-6;20;-6;20;25;29;42;52;58;65;65
16;5;43;41;38;17;48;45;30;36;39;17;74;79;58;17;30;36;39;45;48;58;74;79
26;0;5;1;33;4;10;49;11;-6;30;-10;-10;20;-6;-10;-10;-6;-6;10;11;20;30;49
43;17;3;9;32;14;48;64;46;13;37;11;10;31;2;2;10;11;13;31;37;46;48;64
1;27;2;37;23;42;30;23;32;47;42;60;30;16;33;16;23;30;30;32;33;42;47;60
9;44;38;17;11;16;14;2;23;58;50;45;52;39;45;2;14;23;39;45;45;50;52;58
1;46;10;27;10;1;21;5;2;69;53;27;28;11;7;2;5;7;11;21;27;28;53;69
19;46;20;19;17;34;19;22;44;48;45;62;34;17;42;17;19;22;34;42;44;45;48;62
7;2;45;26;12;19;16;14;11;23;-2;13;62;38;60;-2;11;13;14;16;23;38;60;62
34;29;6;2;5;8;18;20;42;13;14;30;7;9;-2;-2;7;9;13;14;18;20;30;42
15;0;27;37;6;38;39;3;47;36;-7;33;55;15;54;-7;3;15;33;36;39;47;54;55
38;7;8;9;29;20;46;49;45;8;20;23;11;22;21;8;11;20;21;22;23;45;46;49
6;10;47;34;11;24;22;-1;18;24;18;22;66;49;68;-1;18;18;22;22;24;49;66;68
31;18;28;2;17;36;27;42;56;3;22;40;29;29;48;3;22;27;29;29;40;42;48;56
7;42;31;0;34;48;-8;25;53;40;62;78;24;65;69;-8;24;25;40;53;62;65;69;78
33;14;18;24;46;12;45;63;42;18;41;6;38;58;17;6;17;18;38;41;42;45;58;63
9;33;35;48;25;43;43;23;45;79;56;57;74;54;61;23;43;45;54;56;57;61;74;79
9;12;32;5;23;45;8;23;46;14;20;42;34;40;76;8;14;20;23;34;40;42;46;76
37;12;44;11;26;35;43;50;69;9;37;39;49;68;70;9;37;39;43;49;50;68;69;70
27;23;27;43;32;15;55;56;42;56;41;18;66;48;40;18;40;41;42;48;55;56;56;66
3;43;31;35;30;17;26;15;2;76;62;48;52;56;42;2;15;26;42;48;52;56;62;76
22;28;6;44;40;3;57;54;11;66;57;14;49;44;0;0;11;14;44;49;54;57;57;66
20;18;16;31;2;17;41;19;25;47;5;34;39;12;17;5;12;17;19;25;34;39;41;47
36;21;38;49;47;39;85;79;55;62;66;45;68;81;75;45;55;62;66;68;75;79;81;85
38;37;2;21;33;42;56;61;74;52;61;76;14;23;28;14;23;28;52;56;61;61;74;76
38;28;41;5;37;7;27;68;32;29;52;17;30;62;33;17;27;29;30;32;33;52;62;68
7;23;31;19;31;39;12;24;32;23;47;55;47;59;68;12;23;24;32;47;47;55;59;68
35;7;48;35;42;1;62;64;26;36;33;7;68;70;46;7;26;33;36;46;62;64;68;70
25;35;5;44;48;45;55;66;64;64;81;75;31;45;49;31;45;49;55;64;64;66;75;81
15;8;31;41;17;20;44;18;17;39;25;26;54;33;38;17;18;25;26;33;38;39;44;54
46;43;32;23;43;34;59;75;78;53;75;58;53;55;46;46;53;53;55;58;59;75;75;78
39;4;40;13;25;21;42;45;49;7;10;17;48;47;47;7;10;17;42;45;47;47;48;49
33;38;18;0;30;8;13;63;22;34;66;27;-1;43;8;-1;8;13;22;27;34;43;63;66
12;4;0;7;31;25;8;33;21;8;33;29;5;12;12;5;8;8;12;12;21;29;33;33
14;44;13;33;20;40;27;21;48;66;46;82;41;31;44;21;27;31;41;44;46;48;66;82
43;2;28;26;29;9;67;66;41;19;12;9;37;39;21;9;12;19;21;37;39;41;66;67
25;0;21;34;2;30;44;19;44;17;2;23;36;21;33;2;17;19;21;23;33;36;44;44
36;8;18;10;7;39;37;43;64;9;10;31;12;18;42;9;10;12;18;31;37;42;43;64
10;21;48;41;49;33;42;40;38;61;70;46;88;95;79;38;40;42;46;61;70;79;88;95
27;37;44;43;26;0;58;50;14;75;53;30;67;53;35;14;30;35;50;53;53;58;67;75
25;43;4;33;3;19;57;9;37;73;30;52;17;2;6;2;6;9;17;30;37;52;57;73
10;8;39;42;46;37;35;41;44;38;54;30;62;78;69;30;35;38;41;44;54;62;69;78
33;25;27;28;8;45;53;36;77;37;22;60;51;26;57;22;26;36;37;51;53;57;60;77
38;15;27;11;6;48;29;39;70;26;17;46;37;17;63;17;17;26;29;37;39;46;63;70
25;7;32;34;43;44;43;63;50;32;42;45;48;63;69;32;42;43;45;48;50;63;63;69
47;4;17;42;22;46;73;51;81;36;13;50;45;24;60;13;24;36;45;50;51;60;73;81
34;24;40;24;2;37;43;31;63;28;9;61;46;26;64;9;26;28;31;43;46;61;63;64
46;8;23;37;7;35;70;35;77;33;11;37;50;26;47;11;26;33;35;37;47;50;70;77
49;17;44;29;21;45;75;51;75;39;32;57;70;52;69;32;39;51;52;57;69;70;75;75
1;43;40;22;12;36;9;4;35;49;38;62;57;45;70;4;9;35;38;45;49;57;62;70
24;9;20;0;9;1;4;24;10;-3;18;-10;6;11;1;-10;-3;1;4;6;10;11;18;24
42;39;41;49;21;36;73;60;59;88;59;71;73;49;63;49;59;59;60;63;71;73;73;88
32;11;23;30;6;44;43;21;59;37;8;55;41;22;56;8;21;22;37;41;43;55;56;59
36;1;19;12;39;5;32;57;28;7;35;-8;23;43;20;-8;7;20;23;28;32;35;43;57
30;10;44;48;2;32;78;21;49;47;-3;29;79;27;60;-3;21;27;29;47;49;60;78;79
1;13;46;43;33;28;33;27;13;48;27;24;79;65;72;13;24;27;27;33;48;65;72;79
35;13;1;24;42;0;58;74;19;25;45;2;24;40;-7;-7;2;19;24;25;40;45;58;74
24;19;24;47;24;27;64;31;31;47;28;45;53;41;36;28;31;31;36;41;45;47;53;64
6;17;9;41;28;19;43;27;10;38;34;32;35;19;9;9;10;19;27;32;34;35;38;43
18;33;1;36;31;37;37;31;35;60;48;64;32;22;27;22;27;31;32;35;37;48;60;64
2;8;11;6;7;3;-9;5;-3;-3;2;-1;1;9;8;-9;-3;-3;-1;1;2;5;8;9
36;45;31;25;24;2;41;50;21;60;50;30;40;41;20;20;21;30;40;41;41;50;50;60
14;32;43;1;36;16;7;35;26;17;52;41;42;62;47;7;17;26;35;41;42;47;52;62
3;45;2;27;5;34;29;-8;31;69;41;76;19;1;30;-8;1;19;29;30;31;41;69;76
17;36;20;28;14;35;36;20;36;60;49;60;29;20;44;20;20;29;36;36;44;49;60;60
28;42;1;30;5;41;46;14;66;52;39;77;23;-9;39;-9;14;23;39;39;46;52;66;77
34;9;7;6;5;27;22;23;53;-5;11;23;-1;10;22;-5;-1;10;11;22;22;23;23;53
12;2;29;31;32;28;36;37;30;20;33;28;48;43;51;20;28;30;33;36;37;43;48;51
48;28;9;25;30;11;73;68;53;42;57;38;17;27;16;16;17;27;38;42;53;57;68;73
3;42;12;39;23;39;26;10;37;65;47;62;38;29;42;10;26;29;37;38;42;47;62;65
0;10;28;11;41;38;-8;30;21;1;48;44;27;64;56;-8;1;21;27;30;44;48;56;64
43;33;32;41;47;22;78;71;46;63;61;52;67;67;52;46;52;52;61;63;67;67;71;78
20;25;20;15;29;15;25;45;28;28;39;28;29;32;28;25;28;28;28;28;29;32;39;45
36;6;45;33;29;13;55;59;48;37;23;5;69;70;46;5;23;37;46;48;55;59;69;70
2;13;22;10;36;23;12;33;9;21;44;30;12;44;39;9;12;12;21;30;33;39;44;44
21;26;47;30;2;13;38;3;23;49;23;31;69;37;51;3;23;23;31;37;38;49;51;69
21;9;9;35;24;30;50;25;43;41;15;38;33;15;33;15;15;25;33;33;38;41;43;50
32;46;38;20;48;6;40;62;20;64;87;43;40;70;38;20;38;40;40;43;62;64;70;87
31;24;3;26;42;41;50;63;52;44;50;50;16;32;41;16;32;41;44;50;50;50;52;63
24;20;15;5;25;29;18;37;50;21;33;37;12;26;27;12;18;21;26;27;33;37;37;50
22;25;43;11;42;8;33;45;23;23;59;33;50;78;48;23;23;33;33;45;48;50;59;78
46;23;45;24;19;17;55;49;61;29;32;27;54;47;53;27;29;32;47;49;53;54;55;61
25;46;25;13;32;11;38;39;27;52;58;57;27;42;30;27;27;30;38;39;42;52;57;58
35;23;34;20;42;21;43;72;52;30;53;38;41;72;48;30;38;41;43;48;52;53;72;72
37;2;5;24;26;2;61;48;33;23;23;-6;18;16;-1;-6;-1;16;18;23;23;33;48;61
9;7;44;37;12;40;33;15;46;33;17;38;67;37;82;15;17;33;33;37;38;46;67;82
11;29;46;30;15;3;36;21;-6;45;25;15;58;43;43;-6;15;21;25;36;43;43;45;58
18;37;36;34;15;37;36;29;46;66;42;57;66;45;54;29;36;42;45;46;54;57;66;66
35;49;46;0;19;29;20;36;56;43;66;58;42;58;70;20;36;42;43;56;58;58;66;70
38;10;25;15;4;30;48;31;48;15;7;25;30;27;41;7;15;25;27;30;31;41;48;48
11;29;17;11;38;12;20;31;7;32;47;25;18;42;14;7;14;18;20;25;31;32;42;47
11;16;24;20;43;4;30;39;11;18;56;1;43;64;9;1;9;11;18;30;39;43;56;64
29;44;6;43;46;25;63;58;46;77;87;56;35;33;23;23;33;35;46;56;58;63;77;87
13;31;39;15;25;21;19;22;33;37;50;46;35;64;54;19;22;33;35;37;46;50;54;64
39;39;11;15;3;3;37;39;29;53;32;24;6;11;2;2;6;11;24;29;32;37;39;53
4;8;43;15;37;19;15;39;22;11;45;13;43;61;53;11;13;15;22;39;43;45;53;61
21;27;6;3;34;42;15;46;52;19;55;61;-5;40;46;-5;15;19;40;46;46;52;55;61
38;39;34;36;34;3;57;65;27;63;61;26;50;63;30;26;27;30;50;57;61;63;63;65
1;43;2;46;39;36;30;21;21;77;62;63;35;22;20;20;21;21;22;30;35;62;63;77
12;42;22;30;13;33;39;19;32;56;35;63;38;28;41;19;28;32;35;38;39;41;56;63
35;4;20;27;2;47;51;37;74;26;2;37;42;10;58;2;10;26;37;37;42;51;58;74
9;18;7;15;18;35;10;10;44;30;28;42;2;8;38;2;8;10;10;28;30;38;42;44
0;24;49;35;45;42;29;32;26;58;61;63;66;93;90;26;29;32;58;61;63;66;90;93
37;16;45;41;8;46;76;30;69;46;17;42;85;39;83;17;30;39;42;46;69;76;83;85
46;9;19;38;5;49;73;45;94;45;-3;47;48;14;65;-3;14;45;45;47;48;65;73;94
25;27;9;20;34;31;35;47;53;41;55;54;21;30;21;21;21;30;35;41;47;53;54;55
23;32;11;47;47;17;51;63;21;59;68;46;47;46;17;17;21;46;46;47;51;59;63;68
39;43;44;42;4;47;73;43;77;75;36;74;79;35;83;35;36;43;73;74;75;77;79;83
18;24;10;0;17;18;12;15;20;7;35;31;6;23;8;6;7;8;12;15;20;23;31;35
14;27;19;48;28;10;61;24;12;56;48;31;54;27;13;12;13;24;27;31;48;54;56;61
42;36;15;39;4;3;75;45;42;68;39;22;46;13;14;13;14;22;39;42;45;46;68;75
12;31;20;22;38;30;27;45;22;52;57;50;26;57;41;22;26;27;41;45;50;52;57;57
12;48;28;9;4;40;19;16;39;52;50;75;19;19;58;16;19;19;19;39;50;52;58;75
3;48;16;0;15;27;-5;-1;16;39;44;55;8;26;27;-5;-1;8;16;26;27;39;44;55
40;10;48;37;47;34;66;75;55;36;44;34;77;82;77;34;36;44;55;66;75;77;77;82
27;35;13;24;22;28;33;42;47;53;38;59;22;23;33;22;23;33;33;38;42;47;53;59
29;9;9;37;7;33;62;18;45;35;-1;41;26;1;24;-1;1;18;24;26;35;41;45;62
3;8;29;40;37;10;32;34;8;29;36;12;59;57;38;8;12;29;32;34;36;38;57;59
45;49;30;17;8;11;51;35;52;61;37;57;32;36;37;32;35;36;37;37;51;52;57;61
16;48;29;41;34;29;38;40;33;85;67;71;56;48;50;33;38;40;48;50;56;67;71;85
20;3;13;13;25;15;24;31;26;11;12;10;22;29;24;10;11;12;22;24;24;26;29;31
48;12;1;39;14;12;70;46;41;49;26;21;28;-5;12;-5;12;21;26;28;41;46;49;70
49;31;1;1;49;42;31;95;74;21;64;61;-6;47;40;-6;21;31;40;47;61;64;74;95
9;15;18;47;34;18;47;30;14;55;31;24;54;43;36;14;24;30;31;36;43;47;54;55
5;28;35;14;40;19;16;25;13;42;55;31;40;68;36;13;16;25;31;36;40;42;55;68
2;35;0;37;12;33;26;3;22;61;41;52;33;10;19;3;10;19;22;26;33;41;52;61
31;38;48;34;24;1;51;35;24;52;55;19;73;70;43;19;24;35;43;51;52;55;70;73
31;46;36;18;40;39;39;67;64;46;69;69;37;64;68;37;39;46;64;64;67;68;69;69
10;43;8;32;20;35;32;26;40;55;60;74;37;23;38;23;26;32;37;38;40;55;60;74
30;43;42;1;45;38;17;72;49;39;74;62;42;79;65;17;39;42;49;62;65;72;74;79
25;21;4;11;2;1;18;22;14;14;8;16;5;-4;-2;-4;-2;5;8;14;14;16;18;22
49;2;45;32;48;31;74;96;60;31;42;23;59;89;70;23;31;42;59;60;70;74;89;96
15;47;2;21;2;34;22;10;38;67;29;70;12;-6;30;-6;10;12;22;29;30;38;67;70
4;44;48;49;29;5;50;18;-2;76;54;36;84;76;48;-2;18;36;48;50;54;76;76;84
15;37;9;5;6;37;2;18;33;27;35;64;0;-5;40;-5;0;2;18;27;33;35;40;64
26;19;37;24;15;18;39;33;24;29;25;32;61;32;44;24;25;29;32;32;33;39;44;61
24;23;43;7;20;43;16;27;49;22;26;50;31;56;72;16;22;26;27;31;49;50;56;72
12;43;29;24;35;48;18;27;55;61;63;79;41;49;62;18;27;41;49;55;61;62;63;79
26;24;31;26;46;37;43;58;45;35;53;44;54;74;67;35;43;44;45;53;54;58;67;74
17;28;26;1;42;1;14;49;14;22;62;11;9;52;8;8;9;11;14;14;22;49;52;62
46;9;21;27;16;38;64;43;75;20;20;42;46;25;58;20;20;25;42;43;46;58;64;75
40;14;38;41;3;10;80;36;35;37;7;15;70;27;28;7;15;27;28;35;36;37;70;80
7;40;32;27;1;12;17;-12;14;61;25;44;59;13;41;-12;13;14;17;25;41;44;59;61
3;44;25;3;5;26;-12;-10;17;45;38;50;27;15;43;-12;-10;15;17;27;38;43;45;50
1;17;49;12;33;37;-2;14;28;22;43;50;56;66;72;-2;14;22;28;43;50;56;66;72
1;46;20;49;3;36;44;2;34;78;45;81;65;16;53;2;16;34;44;45;53;65;78;81
47;15;20;14;44;29;55;85;58;16;41;31;31;63;47;16;31;31;41;47;55;58;63;85
19;0;26;39;29;5;50;35;21;33;23;5;48;54;21;5;21;21;23;33;35;48;50;54
2;28;29;32;28;49;18;11;33;53;52;72;50;44;75;11;18;33;44;50;52;53;72;75
4;49;41;49;8;10;34;-1;0;95;50;50;73;40;45;-1;0;34;40;45;50;50;73;95
0;48;40;30;33;23;19;26;9;71;74;71;58;65;47;9;19;26;47;58;65;71;71;74
37;31;30;7;7;29;32;35;63;29;21;51;34;20;43;20;21;29;32;34;35;43;51;63
26;44;31;31;7;3;41;14;25;59;40;38;62;28;30;14;25;28;30;38;40;41;59;62
35;20;46;46;24;2;81;58;27;55;41;19;78;56;32;19;27;32;41;55;56;58;78;81
5;30;26;41;47;3;36;33;4;58;67;18;47;58;24;4;18;24;33;36;47;58;58;67
22;16;49;40;49;18;62;66;31;36;60;22;79;95;59;22;31;36;59;60;62;66;79;95
28;30;26;11;45;45;31;69;70;35;58;70;36;62;69;31;35;36;58;62;69;69;70;70
10;30;34;37;20;25;28;28;19;62;41;46;65;42;43;19;28;28;41;42;43;46;62;65
5;3;46;6;5;1;10;2;-7;2;0;-7;44;37;28;-7;-7;0;2;2;10;28;37;44
39;27;27;16;12;0;43;51;31;35;25;22;40;21;21;21;21;22;25;31;35;40;43;51
30;33;25;15;17;14;45;31;31;46;37;34;29;39;33;29;31;31;33;34;37;39;45;46
35;43;40;0;39;25;35;58;54;35;62;66;21;72;48;21;35;35;48;54;58;62;66;72
30;39;10;16;30;49;26;47;79;41;69;75;23;28;47;23;26;28;41;47;47;69;75;79
26;9;29;38;3;47;62;13;67;47;-5;46;61;32;69;-5;13;32;46;47;61;62;67;69
5;19;41;2;23;22;2;13;24;17;33;33;31;63;52;2;13;17;24;31;33;33;52;63
15;1;21;25;36;1;30;34;6;7;24;0;28;38;2;0;2;6;7;24;28;30;34;38
39;17;29;2;20;49;26;52;76;2;31;49;12;42;72;2;12;26;31;42;49;52;72;76
47;11;48;13;38;46;49;72;88;19;37;48;51;73;84;19;37;48;49;51;72;73;84;88
10;6;30;32;26;16;38;31;15;27;26;9;55;50;36;9;15;26;27;31;36;38;50;55
6;7;20;25;26;25;26;12;28;13;15;16;45;33;34;12;13;15;16;26;28;33;34;45
45;41;49;31;40;36;59;80;61;64;75;60;64;80;79;59;60;61;64;64;75;79;80;80
31;18;16;42;16;8;62;38;38;40;31;11;56;31;19;11;19;31;31;38;38;40;56;62
18;30;21;18;13;22;35;12;30;39;41;50;36;14;41;12;14;30;35;36;39;41;41;50
11;25;5;40;49;24;49;43;31;47;72;31;30;38;29;29;30;31;31;38;43;47;49;72
45;28;34;49;45;24;84;85;60;63;73;44;77;68;54;44;54;60;63;68;73;77;84;85
40;3;23;23;36;49;48;66;79;21;21;35;27;46;52;21;21;27;35;46;48;52;66;79
8;17;3;26;3;41;18;-9;29;23;8;55;22;0;27;-9;0;8;18;22;23;27;29;55
37;1;29;40;18;6;71;48;39;22;5;-13;58;30;23;-13;5;22;23;30;39;48;58;71
23;38;28;5;24;29;12;45;48;41;60;48;13;51;56;12;13;41;45;48;48;51;56;60
31;30;49;40;14;32;71;37;60;57;39;42;77;59;63;37;39;42;57;59;60;63;71;77
28;45;22;2;21;35;29;41;47;47;47;78;11;26;43;11;26;29;41;43;47;47;47;78
42;38;21;45;26;25;87;61;62;68;53;60;53;37;31;31;37;53;53;60;61;62;68;87
33;3;13;25;15;11;44;40;35;27;17;6;19;10;24;6;10;17;19;24;27;35;40;44
1;25;2;33;19;5;19;18;-5;40;35;23;18;18;2;-5;2;18;18;18;19;23;35;40
9;30;4;31;20;21;22;10;26;48;48;43;33;9;14;9;10;14;22;26;33;43;48;48
28;20;7;46;30;4;63;57;13;49;33;8;43;28;-5;-5;8;13;28;33;43;49;57;63
33;26;19;14;29;31;37;53;50;22;44;47;30;30;37;22;30;30;37;37;44;47;50;53
42;30;20;48;0;3;76;23;27;63;22;20;67;14;17;14;17;20;22;23;27;63;67;76
49;37;31;29;18;34;70;67;82;64;49;54;47;43;45;43;45;47;49;54;64;67;70;82
32;44;30;29;34;3;43;54;33;60;61;40;57;57;17;17;33;40;43;54;57;57;60;61
9;47;43;41;31;28;30;31;30;83;66;62;75;54;60;30;30;31;54;60;62;66;75;83
34;5;18;6;6;16;25;34;37;3;-2;8;18;12;33;-2;3;8;12;18;25;33;34;37
44;44;18;17;33;7;49;67;40;44;71;41;27;39;9;9;27;39;40;41;44;49;67;71
25;39;7;47;15;24;53;36;46;68;38;50;36;14;18;14;18;36;36;38;46;50;53;68
12;10;25;15;7;9;18;2;18;6;9;10;30;28;25;2;6;9;10;18;18;25;28;30
14;13;21;35;44;16;38;54;26;47;40;28;46;53;27;26;27;28;38;40;46;47;53;54
19;11;18;16;46;31;32;52;32;16;37;40;14;44;30;14;16;30;32;32;37;40;44;52
23;7;21;32;0;34;53;6;54;26;-11;25;38;10;51;-11;6;10;25;26;38;51;53;54
15;24;34;2;2;44;8;12;56;17;7;64;26;17;71;7;8;12;17;17;26;56;64;71
4;31;21;28;12;11;22;2;14;41;41;36;45;22;12;2;12;14;22;22;36;41;41;45
37;6;12;0;47;3;33;65;38;-12;53;2;8;41;-4;-12;-4;2;8;33;38;41;53;65
27;16;10;1;15;32;12;22;47;10;26;38;-9;25;29;-9;10;12;22;25;26;29;38;47
24;17;40;25;33;43;33;51;66;36;48;53;54;68;66;33;36;48;51;53;54;66;66;68
14;8;15;1;31;45;10;39;52;-2;25;46;-1;39;52;-2;-1;10;25;39;39;46;52;52
3;27;42;21;8;29;15;9;16;45;33;41;47;49;69;9;15;16;33;41;45;47;49;69
41;14;40;21;44;17;57;72;39;20;58;17;61;68;55;17;20;39;55;57;58;61;68;72
35;16;5;24;30;18;49;56;51;38;39;22;19;20;7;7;19;20;22;38;39;49;51;56
31;21;18;29;7;38;59;23;57;42;15;54;38;18;55;15;18;23;38;42;54;55;57;59
39;12;12;31;3;34;66;38;66;34;7;44;42;4;31;4;7;31;34;38;42;44;66;66
49;20;28;40;18;21;77;63;50;53;34;24;53;27;39;24;27;34;39;50;53;53;63;77
24;0;34;28;40;36;37;58;46;16;40;34;57;67;59;16;34;37;40;46;57;58;59;67
16;32;32;12;43;5;28;48;19;37;68;34;36;55;19;19;19;28;34;36;37;48;55;68
44;40;42;0;25;8;36;56;42;31;49;46;30;58;50;30;31;36;42;46;49;50;56;58
45;41;1;1;48;0;33;91;35;27;76;22;-6;35;1;-6;1;22;27;33;35;35;76;91
