q0p0;q0p1;q1p0;q1p1;q1p2;s[0, 2];s[0, 3];s[0, 4];s[1, 2];s[1, 3];s[1, 4];cost_ranking 0;cost_ranking 1;cost_ranking 2;cost_ranking 3;cost_ranking 4;cost_ranking 5
2;31;31;14;42;26;-1;37;50;32;56;-1;26;32;37;50;56
41;19;20;23;49;42;52;86;22;31;68;22;31;42;52;68;86
11;21;25;15;4;16;21;6;45;18;11;6;11;16;18;21;45
36;43;36;14;39;70;44;71;66;44;67;44;44;66;67;70;71
24;37;29;4;26;50;12;37;53;33;57;12;33;37;50;53;57
29;5;14;5;23;35;31;49;16;7;11;7;11;16;31;35;49
4;36;36;33;49;31;21;42;65;58;69;21;31;42;58;65;69
29;22;28;6;21;37;21;30;36;18;28;18;21;28;30;36;37
31;39;16;32;46;45;45;72;43;63;79;43;45;45;63;72;79
31;40;7;42;0;30;71;25;40;73;32;25;30;32;40;71;73
28;43;10;38;25;38;65;37;44;80;60;37;38;44;60;65;80
15;23;20;29;17;24;44;25;31;41;26;24;25;26;31;41;44
20;1;37;22;10;38;33;12;19;15;0;0;12;15;19;33;38
2;14;41;1;20;28;-13;10;41;3;22;-13;3;10;22;28;41
0;26;2;9;24;-7;-2;24;8;21;48;-7;-2;8;21;24;48
28;48;18;16;13;35;40;22;62;50;52;22;35;40;50;52;62
13;30;0;24;0;4;32;0;28;53;28;0;4;28;28;32;53
2;29;10;17;34;11;4;25;38;46;54;4;11;25;38;46;54
5;18;38;46;20;24;48;10;39;57;27;10;24;27;39;48;57
10;49;25;14;8;26;23;17;60;56;57;17;23;26;56;57;60
3;7;38;43;17;30;35;16;34;35;19;16;19;30;34;35;35
47;8;16;14;49;43;60;94;14;4;41;4;14;41;43;60;94
34;6;33;36;16;63;59;38;20;42;16;16;20;38;42;59;63
39;4;46;25;35;80;53;54;41;27;38;27;38;41;53;54;80
0;32;39;39;29;26;28;14;60;65;51;14;26;28;51;60;65
37;13;22;10;33;59;44;57;23;18;27;18;23;27;44;57;59
36;37;5;25;22;34;59;40;39;57;49;34;39;40;49;57;59
28;30;4;38;27;18;59;49;21;67;37;18;21;37;49;59;67
10;39;37;4;21;41;13;15;75;43;57;13;15;41;43;57;75
45;37;40;28;42;75;56;69;57;62;76;56;57;62;69;75;76
11;5;14;20;38;15;24;47;9;16;36;9;15;16;24;36;47
46;31;41;13;31;73;44;69;52;31;42;31;42;44;52;69;73
20;37;10;40;31;18;46;35;31;73;62;18;31;35;46;62;73
2;4;28;45;8;28;36;8;24;47;0;0;8;24;28;36;47
46;40;12;39;22;56;68;63;32;63;50;32;50;56;63;63;68
19;20;18;21;48;24;26;64;34;24;57;24;24;26;34;57;64
16;18;37;39;25;53;38;27;38;45;34;27;34;38;38;45;53
32;39;1;8;2;31;31;15;27;46;33;15;27;31;31;33;46
0;23;35;9;32;20;2;12;41;32;51;2;12;20;32;41;51
26;6;17;18;47;36;27;61;19;11;42;11;19;27;36;42;61
35;12;27;48;21;52;63;40;37;49;23;23;37;40;49;52;63
8;12;3;17;7;2;13;12;4;26;-1;-1;2;4;12;13;26
42;38;26;41;4;60;71;39;54;61;25;25;39;54;60;61;71
12;34;40;33;33;46;33;30;61;57;62;30;33;46;57;61;62
31;7;29;23;10;60;39;38;30;19;8;8;19;30;38;39;60
9;40;15;9;29;19;9;18;36;39;64;9;18;19;36;39;64
35;8;16;35;10;50;52;42;9;31;6;6;9;31;42;50;52
29;10;1;3;20;29;18;37;1;4;25;1;4;18;25;29;37
42;7;21;14;21;44;36;57;24;17;24;17;24;24;36;44;57
44;29;25;43;32;67;76;56;35;58;52;35;52;56;58;67;76
23;21;2;33;21;7;41;43;8;36;29;7;8;29;36;41;43
10;11;46;37;19;51;47;25;43;29;14;14;25;29;43;47;51
14;42;10;28;32;9;25;39;32;67;68;9;25;32;39;67;68
31;17;1;9;30;22;31;53;16;26;34;16;22;26;31;34;53
34;31;26;31;46;56;53;64;44;55;76;44;53;55;56;64;76
47;23;18;10;21;55;50;56;32;27;24;24;27;32;50;55;56
34;23;14;17;24;35;48;57;29;36;41;29;35;36;41;48;57
15;43;12;4;44;21;5;39;48;46;78;5;21;39;46;48;78
34;16;46;11;0;64;42;29;42;10;-2;-2;10;29;42;42;64
23;4;34;21;16;45;27;36;30;10;17;10;17;27;30;36;45
8;33;8;14;46;14;16;37;25;32;76;14;16;25;32;37;76
42;35;33;46;28;72;70;50;59;64;51;50;51;59;64;70;72
35;38;18;6;31;40;32;47;47;25;50;25;32;40;47;47;50
44;29;43;29;3;70;57;37;52;53;26;26;37;52;53;57;70
8;7;33;31;8;37;33;2;33;32;-4;-4;2;32;33;33;37
33;32;43;5;18;76;32;33;59;33;37;32;33;33;37;59;76
31;0;3;15;6;24;44;36;-12;15;-14;-14;-12;15;24;36;44
12;2;45;14;19;49;26;30;29;16;1;1;16;26;29;30;49
10;42;48;41;18;38;33;18;71;78;41;18;33;38;41;71;78
4;40;16;41;22;15;36;6;54;80;47;6;15;36;47;54;80
0;2;27;13;16;25;10;-2;11;8;11;-2;8;10;11;11;25
42;44;10;27;31;35;49;67;50;69;67;35;49;50;67;67;69
8;3;31;39;40;35;33;43;23;34;37;23;33;34;35;37;43
20;37;1;46;10;13;61;12;37;83;31;12;13;31;37;61;83
40;29;19;45;46;50;69;86;39;60;64;39;50;60;64;69;86
37;17;7;49;10;33;82;40;22;47;21;21;22;33;40;47;82
40;10;18;35;27;40;67;54;25;32;24;24;25;32;40;54;67
9;41;7;13;21;2;15;21;42;47;59;2;15;21;42;47;59
25;23;34;19;38;53;27;61;55;32;51;27;32;51;53;55;61
20;38;20;23;44;20;25;57;38;44;67;20;25;38;44;57;67
33;33;26;46;44;59;67;67;39;77;72;39;59;67;67;72;77
43;37;42;29;23;81;66;50;65;46;42;42;46;50;65;66;81
27;6;38;34;8;52;47;16;25;32;-5;-5;16;25;32;47;52
19;47;41;33;14;52;46;17;76;62;44;17;44;46;52;62;76
25;30;26;14;42;39;33;67;37;42;63;33;37;39;42;63;67
1;14;24;12;49;10;11;45;22;13;53;10;11;13;22;45;53
29;25;37;29;43;56;41;55;45;51;59;41;45;51;55;56;59
43;36;12;26;30;47;62;70;47;58;65;47;47;58;62;65;70
24;42;3;7;15;13;19;25;45;44;51;13;19;25;44;45;51
15;1;29;14;34;33;15;33;30;-2;29;-2;15;29;30;33;33
28;6;42;6;32;69;14;52;31;10;23;10;14;23;31;52;69
43;20;31;49;18;74;88;59;47;62;26;26;47;59;62;74;88
10;18;10;24;18;17;32;13;18;27;34;13;17;18;27;32;34
21;29;49;14;28;56;30;49;78;27;47;27;30;47;49;56;78
16;49;45;47;41;61;54;48;77;83;88;48;54;61;77;83;88
11;29;44;24;22;53;34;23;69;53;42;23;34;42;53;53;69
7;25;16;9;26;10;15;15;26;27;47;10;15;15;26;27;47
35;26;18;6;45;41;40;80;36;22;53;22;36;40;41;53;80
34;14;0;4;25;17;26;43;-3;14;36;-3;14;17;26;36;43
45;14;23;44;37;56;78;72;20;56;44;20;44;56;56;72;78
47;0;27;12;14;55;54;53;13;-7;11;-7;11;13;53;54;55
39;0;4;36;29;30;60;53;-14;35;29;-14;29;30;35;53;60
39;20;36;23;24;75;48;63;36;27;26;26;27;36;48;63;75
25;49;47;1;0;59;12;13;93;33;47;12;13;33;47;59;93
12;46;39;10;2;34;15;12;82;53;43;12;15;34;43;53;82
46;31;3;26;42;42;69;70;16;52;65;16;42;52;65;69;70
15;41;26;48;16;27;57;28;63;76;55;27;28;55;57;63;76
11;14;40;32;15;46;24;24;53;32;29;24;24;29;32;46;53
44;43;0;43;39;42;69;83;41;81;69;41;42;69;69;81;83
39;45;49;40;19;78;77;49;76;71;51;49;51;71;76;77;78
34;41;4;10;2;19;44;16;36;41;24;16;19;24;36;41;44
46;22;48;7;7;75;41;44;54;16;23;16;23;41;44;54;75
5;25;17;36;21;10;39;23;26;47;44;10;23;26;39;44;47
44;7;44;36;35;79;67;69;49;23;37;23;37;49;67;69;79
48;37;20;42;45;53;70;79;56;77;77;53;56;70;77;77;79
11;40;44;18;38;42;18;34;75;41;69;18;34;41;42;69;75
47;6;23;30;31;52;68;70;20;19;33;19;20;33;52;68;70
49;41;35;9;1;74;54;43;68;44;29;29;43;44;54;68;74
2;32;2;45;48;-8;45;34;19;72;71;-8;19;34;45;71;72
8;25;38;47;37;37;50;30;44;54;42;30;37;42;44;50;54
44;41;47;12;29;85;54;71;70;39;51;39;51;54;70;71;85
16;48;5;37;23;9;51;19;34;67;68;9;19;34;51;67;68
33;22;28;13;15;42;26;41;40;35;18;18;26;35;40;41;42
35;41;17;32;37;38;58;58;39;61;70;38;39;58;58;61;70
40;45;33;13;24;65;38;44;63;39;58;38;39;44;58;63;65
38;38;3;4;11;22;24;31;37;39;42;22;24;31;37;39;42
26;4;34;40;30;55;57;42;33;36;19;19;33;36;42;55;57
34;6;48;43;32;66;70;55;50;38;31;31;38;50;55;66;70
6;4;43;21;33;41;27;30;31;16;33;16;27;30;31;33;41
33;33;27;42;34;48;72;53;47;68;47;47;47;48;53;68;72
24;17;45;6;1;54;10;13;49;9;10;9;10;10;13;49;54
36;35;41;32;27;71;68;54;62;53;53;53;53;54;62;68;71
41;3;16;19;36;39;50;58;5;12;36;5;12;36;39;50;58
22;46;46;38;30;52;42;42;84;69;61;42;42;52;61;69;84
35;0;36;22;48;53;49;81;28;9;46;9;28;46;49;53;81
9;28;32;27;35;32;32;41;50;39;45;32;32;39;41;45;50
1;12;36;29;1;22;27;-2;45;25;3;-2;3;22;25;27;45
35;7;1;47;45;16;70;80;-5;35;52;-5;16;35;52;70;80
48;29;40;9;48;86;44;92;49;37;69;37;44;49;69;86;92
11;4;35;0;33;37;-1;33;21;-7;24;-7;-1;21;24;33;37
19;17;40;10;38;47;14;49;56;15;35;14;15;35;47;49;56
11;23;26;43;29;30;40;26;39;64;41;26;30;39;40;41;64
19;47;1;19;0;10;21;5;48;60;46;5;10;21;46;48;60
19;6;27;48;30;26;59;48;33;42;23;23;26;33;42;48;59
41;46;10;23;22;45;61;48;50;64;60;45;48;50;60;61;64
35;16;19;17;20;41;41;50;26;32;31;26;31;32;41;41;50
7;32;44;38;4;31;27;4;68;50;25;4;25;27;31;50;68
1;21;1;4;40;-11;-15;26;11;15;41;-15;-11;11;15;26;41
30;40;16;46;15;44;74;26;56;83;38;26;38;44;56;74;83
45;12;16;45;23;52;87;60;28;46;25;25;28;46;52;60;87
32;34;34;29;48;48;42;73;53;63;77;42;48;53;63;73;77
24;21;11;36;41;20;50;60;31;45;49;20;31;45;49;50;60
7;32;40;35;21;31;38;20;55;55;44;20;31;38;44;55;55
18;37;44;44;36;59;62;39;80;73;60;39;59;60;62;73;80
11;10;6;31;19;9;38;22;16;25;23;9;16;22;23;25;38
8;18;1;11;47;-8;4;54;6;21;53;-8;4;6;21;53;54
36;47;35;32;20;66;65;43;62;73;58;43;58;62;65;66;73
34;24;36;43;15;66;67;44;49;61;36;36;44;49;61;66;67
8;43;13;29;9;13;26;13;44;53;36;13;13;26;36;44;53
20;4;49;11;13;57;25;13;53;7;8;7;8;13;25;53;57
33;9;1;24;15;16;39;44;-3;21;21;-3;16;21;21;39;44
24;35;30;14;44;51;26;52;61;29;76;26;29;51;52;61;76
12;5;34;48;14;29;43;7;38;39;12;7;12;29;38;39;43
24;27;12;45;36;24;63;42;37;64;48;24;37;42;48;63;64
35;9;40;18;25;66;34;52;49;27;29;27;29;34;49;52;66
4;10;17;13;31;14;14;34;27;14;34;14;14;14;27;34;34
28;43;27;33;0;47;50;8;67;62;32;8;32;47;50;62;67
47;10;13;15;39;46;48;76;23;18;34;18;23;34;46;48;76
15;17;23;37;6;32;49;16;21;51;12;12;16;21;32;49;51
5;45;23;46;27;17;44;24;48;80;56;17;24;44;48;56;80
43;48;17;4;20;41;39;53;61;36;48;36;39;41;48;53;61
49;36;38;24;42;83;60;87;67;42;62;42;60;62;67;83;87
16;1;9;11;48;12;17;54;-3;7;29;-3;7;12;17;29;54
29;14;16;24;18;27;38;32;25;34;15;15;25;27;32;34;38
16;38;28;37;17;40;34;13;63;57;35;13;34;35;40;57;63
33;4;23;12;47;42;43;73;18;-4;48;-4;18;42;43;48;73
4;46;14;14;7;16;0;11;51;60;36;0;11;16;36;51;60
30;20;36;40;7;51;56;27;44;59;17;17;27;44;51;56;59
12;28;38;12;26;36;23;24;48;23;50;23;23;24;36;48;50
42;14;22;19;46;56;51;81;21;16;58;16;21;51;56;58;81
15;4;34;19;24;42;28;39;22;12;22;12;22;22;28;39;42
27;17;6;30;20;13;52;47;9;36;34;9;13;34;36;47;52
36;27;6;13;42;40;46;70;19;37;61;19;37;40;46;61;70
38;38;10;10;13;38;32;48;46;34;35;32;34;35;38;46;48
18;19;23;25;48;35;26;51;38;34;53;26;34;35;38;51;53
22;34;29;19;15;36;22;33;44;52;29;22;29;33;36;44;52
8;47;5;42;33;10;43;28;32;76;79;10;28;32;43;76;79
21;8;21;19;12;35;30;29;14;13;15;13;14;15;29;30;35
20;27;48;39;12;55;48;16;55;46;28;16;28;46;48;55;55
41;44;46;27;46;70;59;79;78;58;82;58;59;70;78;79;82
25;29;39;4;12;52;23;31;52;32;36;23;31;32;36;52;52
11;26;38;6;10;48;3;21;64;18;25;3;18;21;25;48;64
8;15;9;31;26;6;39;21;24;35;30;6;21;24;30;35;39
8;10;24;18;21;22;16;10;20;11;22;10;11;16;20;22;22
9;21;31;42;47;37;37;43;43;43;59;37;37;43;43;43;59
49;3;43;28;42;92;61;79;33;26;42;26;33;42;61;79;92
25;19;42;2;15;48;18;28;58;10;16;10;16;18;28;48;58
24;49;22;41;4;43;62;17;62;87;36;17;36;43;62;62;87
11;30;41;10;34;43;18;45;57;24;56;18;24;43;45;56;57
40;25;44;39;26;65;73;48;53;49;42;42;48;49;53;65;73
49;18;48;33;11;77;75;46;64;44;22;22;44;46;64;75;77
4;12;19;8;43;12;8;47;19;18;50;8;12;18;19;47;50
15;15;34;44;29;34;53;36;41;49;41;34;36;41;41;49;53
22;47;24;24;35;30;26;37;71;71;67;26;30;37;67;71;71
44;30;8;44;48;48;68;77;37;55;65;37;48;55;65;68;77
30;24;12;14;2;42;34;29;25;28;25;25;25;28;29;34;42
25;21;27;34;13;33;47;34;42;48;24;24;33;34;42;47;48
15;24;29;13;47;39;21;60;33;21;52;21;21;33;39;52;60
17;45;28;40;20;31;52;19;59;72;65;19;31;52;59;65;72
6;44;32;29;35;23;34;25;61;70;72;23;25;34;61;70;72
41;16;45;1;26;77;22;49;46;-2;39;-2;22;39;46;49;77
16;45;11;40;44;9;51;43;47;65;79;9;43;47;51;65;79
42;12;39;48;30;64;88;62;33;53;36;33;36;53;62;64;88
47;42;2;46;40;49;75;79;27;70;76;27;49;70;75;76;79
18;39;44;22;18;48;30;35;82;54;49;30;35;48;49;54;82
9;15;10;24;46;4;16;42;9;26;46;4;9;16;26;42;46
32;24;41;12;22;64;38;39;57;22;37;22;37;38;39;57;64
12;0;43;45;18;49;43;15;41;32;11;11;15;32;41;43;49
28;32;44;14;40;71;32;51;60;43;54;32;43;51;54;60;71
0;28;8;42;42;-8;35;33;28;61;64;-8;28;33;35;61;64
26;8;24;37;0;48;56;21;16;45;6;6;16;21;45;48;56
24;47;10;40;6;18;45;26;55;77;52;18;26;45;52;55;77
29;26;17;31;48;46;48;62;43;47;60;43;46;47;48;60;62
4;26;36;38;27;35;38;19;52;58;34;19;34;35;38;52;58
23;37;45;28;12;59;41;21;62;64;39;21;39;41;59;62;64
36;24;21;3;44;41;31;74;43;9;57;9;31;41;43;57;74
24;12;6;18;25;14;35;46;3;27;17;3;14;17;27;35;46
9;40;33;46;31;33;41;35;67;81;56;33;35;41;56;67;81
10;15;4;23;47;13;19;42;17;32;44;13;17;19;32;42;44
42;6;19;33;20;60;66;47;23;23;25;23;23;25;47;60;66
3;4;3;12;19;-1;7;20;-4;6;10;-4;-1;6;7;10;20
12;49;36;0;26;39;3;27;83;45;66;3;27;39;45;66;83
30;41;25;45;26;45;56;36;64;75;61;36;45;56;61;64;75
18;42;44;18;33;52;34;48;84;58;57;34;48;52;57;58;84
22;29;34;4;36;38;7;41;47;26;52;7;26;38;41;47;52
44;47;8;20;39;43;63;81;45;63;85;43;45;63;63;81;85
21;1;25;16;21;34;17;33;20;16;19;16;17;19;20;33;34
15;49;27;10;25;25;14;39;66;58;60;14;25;39;58;60;66
38;24;34;44;20;66;64;57;44;66;31;31;44;57;64;66;66
37;34;4;23;30;32;49;62;28;48;57;28;32;48;49;57;62
23;30;13;37;22;27;40;42;27;51;52;27;27;40;42;51;52
14;2;18;7;16;17;11;11;1;-6;17;-6;1;11;11;17;17
12;47;29;15;48;39;15;40;63;44;82;15;39;40;44;63;82
37;48;41;49;44;73;67;69;87;97;91;67;69;73;87;91;97
44;15;19;27;22;59;62;55;30;42;22;22;30;42;55;59;62
10;44;44;26;46;35;29;48;88;70;74;29;35;48;70;74;88
16;22;38;28;41;51;36;39;52;39;58;36;39;39;51;52;58
33;20;45;0;29;77;24;44;58;1;31;1;24;31;44;58;77
3;23;9;1;29;-3;2;14;24;16;35;-3;2;14;16;24;35
11;39;38;31;36;33;34;44;75;62;55;33;34;44;55;62;75
9;11;45;19;20;46;25;18;42;18;26;18;18;25;26;42;46
36;19;3;1;6;29;34;42;14;12;10;10;12;14;29;34;42
35;45;23;43;48;54;73;71;55;70;86;54;55;70;71;73;86
49;10;7;45;12;39;85;45;1;41;3;1;3;39;41;45;85
27;3;10;7;37;23;16;54;-1;8;29;-1;8;16;23;29;54
8;0;41;33;45;29;40;41;33;30;25;25;29;30;33;40;41
43;44;18;25;31;44;59;74;49;64;57;44;49;57;59;64;74
42;17;5;6;14;33;29;45;12;13;31;12;13;29;31;33;45
30;22;5;7;4;21;34;32;20;26;24;20;21;24;26;32;34
31;48;48;48;23;67;78;54;85;80;62;54;62;67;78;80;85
13;40;29;15;41;23;18;42;50;53;62;18;23;42;50;53;62
33;37;37;18;35;64;40;58;71;44;57;40;44;57;58;64;71
5;38;0;0;9;-5;-12;4;33;27;37;-12;-5;4;27;33;37
34;8;46;47;18;68;72;37;51;45;10;10;37;45;51;68;72
44;8;37;0;47;74;25;76;28;-3;40;-3;25;28;40;74;76
37;32;7;45;17;28;65;41;31;68;40;28;31;40;41;65;68
1;42;11;42;15;-1;25;15;38;70;48;-1;15;25;38;48;70
19;8;3;23;36;2;26;47;8;12;36;2;8;12;26;36;47
47;17;30;9;33;64;48;66;27;20;30;20;27;30;48;64;66
3;3;24;8;20;26;10;3;20;-1;3;-1;3;3;10;20;26
7;41;3;0;44;-10;-8;33;24;33;76;-10;-8;24;33;33;76
35;3;37;26;5;64;61;20;30;10;-4;-4;10;20;30;61;64
20;14;41;20;34;52;20;49;53;22;31;20;22;31;49;52;53
47;35;1;32;17;36;73;46;30;49;35;30;35;36;46;49;73
47;41;41;6;28;76;51;58;69;36;63;36;51;58;63;69;76
38;37;43;40;34;69;73;67;80;58;55;55;58;67;69;73;80
17;37;28;16;18;33;25;22;64;36;45;22;25;33;36;45;64
37;49;13;3;13;40;38;39;48;40;48;38;39;40;40;48;48
19;45;9;28;23;21;47;27;36;67;54;21;27;36;47;54;67
7;12;11;14;12;-1;10;3;10;23;21;-1;3;10;10;21;23
26;19;35;30;40;49;55;50;51;46;52;46;49;50;51;52;55
8;11;8;10;25;7;12;13;15;21;33;7;12;13;15;21;33
35;18;33;1;16;68;26;38;40;16;34;16;26;34;38;40;68
8;19;16;12;49;15;19;51;34;12;48;12;15;19;34;48;51
43;7;43;0;21;67;38;62;31;0;18;0;18;31;38;62;67
31;0;47;36;25;69;55;53;41;17;19;17;19;41;53;55;69
13;19;24;41;42;37;48;42;42;47;50;37;42;42;47;48;50
27;32;22;47;36;37;59;45;46;59;48;37;45;46;48;59;59
31;8;4;38;16;23;66;35;9;29;22;9;22;23;29;35;66
48;7;22;0;29;55;30;68;18;-3;33;-3;18;30;33;55;68
42;34;33;6;29;66;39;65;57;31;59;31;39;57;59;65;66
39;48;23;25;5;57;53;24;57;69;48;24;48;53;57;57;69
48;34;14;23;27;50;51;68;41;48;60;41;48;50;51;60;68
48;25;22;25;13;54;71;43;39;41;31;31;39;41;43;54;71
4;20;14;40;3;9;39;-2;27;50;15;-2;9;15;27;39;50
16;39;20;39;10;24;41;25;45;64;38;24;25;38;41;45;64
27;39;29;27;7;54;48;29;66;54;36;29;36;48;54;54;66
16;6;22;47;19;37;49;29;22;45;16;16;22;29;37;45;49
41;3;8;25;11;44;56;45;-6;9;-4;-6;-4;9;44;45;56
46;45;27;22;16;69;49;47;65;58;47;47;47;49;58;65;69
2;8;3;3;8;-3;-13;9;11;2;13;-13;-3;2;9;11;13
0;13;21;45;14;9;31;10;22;58;9;9;9;10;22;31;58
23;33;31;37;42;39;49;47;44;52;74;39;44;47;49;52;74
29;40;28;17;32;50;29;43;55;51;68;29;43;50;51;55;68
5;0;48;8;9;48;6;8;42;5;-8;-8;5;6;8;42;48
49;29;22;38;17;55;80;57;40;64;33;33;40;55;57;64;80
24;15;32;27;21;54;31;41;27;31;32;27;31;31;32;41;54
44;29;40;10;11;75;34;39;52;25;30;25;30;34;39;52;75
43;13;24;30;39;52;54;65;18;34;38;18;34;38;52;54;65
24;47;13;39;26;22;52;47;60;71;53;22;47;52;53;60;71
30;24;26;1;38;41;19;62;43;12;48;12;19;41;43;48;62
6;5;18;32;42;15;26;45;17;31;37;15;17;26;31;37;45
2;41;31;40;6;29;33;-3;59;72;45;-3;29;33;45;59;72
10;44;17;47;17;23;50;18;46;76;57;18;23;46;50;57;76
27;35;7;45;41;18;63;64;37;65;71;18;37;63;64;65;71
46;46;32;20;26;65;55;56;62;58;52;52;55;56;58;62;65
33;13;27;6;11;56;35;32;30;10;21;10;21;30;32;35;56
19;42;12;32;29;24;48;36;40;66;57;24;36;40;48;57;66
6;29;40;48;8;37;37;0;55;65;24;0;24;37;37;55;65
17;34;40;16;32;51;18;39;56;43;59;18;39;43;51;56;59
22;27;3;14;30;5;24;48;13;35;52;5;13;24;35;48;52
48;28;44;45;18;87;85;57;55;71;32;32;55;57;71;85;87
26;25;40;18;33;63;35;48;46;26;42;26;35;42;46;48;63
47;42;26;17;29;58;46;66;53;59;60;46;53;58;59;60;66
4;10;2;41;41;0;35;41;4;45;42;0;4;35;41;42;45
49;18;36;49;28;70;93;73;48;48;26;26;48;48;70;73;93
37;23;37;22;48;55;54;74;41;26;65;26;41;54;55;65;74
47;30;41;40;11;88;82;57;69;62;23;23;57;62;69;82;88
21;12;42;26;33;43;39;43;39;32;45;32;39;39;43;43;45
19;21;18;39;23;21;58;31;26;51;26;21;26;26;31;51;58
34;27;49;20;20;70;37;48;67;34;47;34;37;47;48;67;70
9;8;20;0;37;26;4;45;8;-4;32;-4;4;8;26;32;45
29;30;19;43;23;34;67;37;38;73;42;34;37;38;42;67;73
18;42;49;19;26;57;22;33;72;47;53;22;33;47;53;57;72
21;28;30;25;12;39;26;15;44;42;30;15;26;30;39;42;44
27;5;4;3;29;30;23;49;-11;-3;26;-11;-3;23;26;30;49
43;13;6;42;16;33;82;59;12;42;19;12;19;33;42;59;82
1;8;31;41;40;23;40;41;26;37;43;23;26;37;40;41;43
30;27;47;0;32;68;21;43;73;27;44;21;27;43;44;68;73
26;2;27;34;28;36;51;43;14;29;10;10;14;29;36;43;51
14;12;26;16;35;32;27;40;26;10;35;10;26;27;32;35;40
11;34;49;17;25;53;28;34;81;40;39;28;34;39;40;53;81
16;14;39;36;25;41;51;24;46;41;19;19;24;41;41;46;51
20;26;46;19;46;57;39;63;55;34;53;34;39;53;55;57;63
6;28;47;7;19;34;12;19;60;29;36;12;19;29;34;36;60
49;44;31;39;47;69;80;84;61;69;84;61;69;69;80;84;84
24;26;2;33;31;15;42;53;24;41;55;15;24;41;42;53;55
22;40;12;47;5;20;66;7;44;78;25;7;20;25;44;66;78
47;9;14;43;36;44;74;64;3;37;42;3;37;42;44;64;74
34;43;1;28;49;26;54;74;33;57;89;26;33;54;57;74;89
32;2;26;26;43;53;56;74;18;12;44;12;18;44;53;56;74
28;40;13;46;24;38;67;37;47;85;50;37;38;47;50;67;85
42;13;14;44;44;44;71;85;7;40;56;7;40;44;56;71;85
10;26;33;8;7;35;5;6;44;17;31;5;6;17;31;35;44
16;13;23;16;2;29;15;15;33;18;6;6;15;15;18;29;33
8;37;14;49;18;13;39;9;40;82;44;9;13;39;40;44;82
30;42;25;18;2;54;39;28;48;57;28;28;28;39;48;54;57
30;14;14;10;0;38;40;13;24;10;-5;-5;10;13;24;38;40
49;2;49;30;12;97;64;60;37;25;9;9;25;37;60;64;97
18;47;9;13;31;18;20;38;48;52;77;18;20;38;48;52;77
26;45;13;31;6;24;41;12;40;64;49;12;24;40;41;49;64
49;42;10;46;34;50;91;72;48;77;71;48;50;71;72;77;91
18;41;36;4;29;52;9;27;63;32;50;9;27;32;50;52;63
25;1;15;36;41;26;48;56;14;35;32;14;26;32;35;48;56
46;28;21;9;3;56;49;49;33;30;31;30;31;33;49;49;56
38;13;32;2;12;69;20;38;38;9;5;5;9;20;38;38;69
28;29;33;45;19;57;64;44;49;66;46;44;46;49;57;64;66
19;41;13;44;31;16;62;30;40;78;54;16;30;40;54;62;78
4;2;40;46;34;42;49;38;30;42;27;27;30;38;42;42;49
29;37;8;48;49;22;57;72;42;68;78;22;42;57;68;72;78
22;42;10;28;16;13;50;36;33;65;39;13;33;36;39;50;65
24;6;49;23;30;67;42;37;36;19;21;19;21;36;37;42;67
38;7;12;48;41;44;72;60;3;43;41;3;41;43;44;60;72
24;41;19;24;40;24;29;61;55;58;74;24;29;55;58;61;74
0;9;48;49;37;33;29;22;45;57;32;22;29;32;33;45;57
13;29;28;33;26;34;45;32;40;53;45;32;34;40;45;45;53
15;47;1;40;24;14;40;34;28;67;63;14;28;34;40;63;67
11;36;25;24;14;23;24;25;54;43;48;23;24;25;43;48;54
1;44;38;24;3;28;11;-6;79;54;37;-6;11;28;37;54;79
39;29;29;0;8;60;33;38;57;10;33;10;33;33;38;57;60
33;42;45;3;37;71;24;62;74;38;68;24;38;62;68;71;74
0;33;24;12;19;23;1;4;57;36;44;1;4;23;36;44;57
38;18;29;10;11;61;37;40;37;27;13;13;27;37;37;40;61
39;10;1;28;27;31;62;59;3;32;27;3;27;31;32;59;62
47;9;5;39;13;37;68;58;9;33;2;2;9;33;37;58;68
0;5;36;12;3;30;12;-17;22;15;-8;-17;-8;12;15;22;30
8;9;14;18;5;21;16;-7;8;20;4;-7;4;8;16;20;21
41;30;3;12;12;34;34;51;15;26;35;15;26;34;34;35;51
23;44;45;45;38;66;66;57;71;70;82;57;66;66;70;71;82
21;34;16;14;40;36;32;44;45;45;57;32;36;44;45;45;57
4;17;18;7;45;20;-3;45;21;6;42;-3;6;20;21;42;45
9;27;30;20;18;36;13;11;53;45;29;11;13;29;36;45;53
34;25;47;5;22;65;37;55;60;19;47;19;37;47;55;60;65
5;46;25;21;47;15;20;39;60;53;77;15;20;39;53;60;77
28;25;17;9;18;32;37;28;34;23;24;23;24;28;32;34;37
33;2;38;26;14;65;58;30;21;24;16;16;21;24;30;58;65
42;2;46;24;15;81;63;39;47;6;14;6;14;39;47;63;81
35;18;8;29;10;24;62;39;22;31;20;20;22;24;31;39;62
46;30;28;40;22;63;81;62;43;69;49;43;49;62;63;69;81
36;34;36;10;6;70;41;31;68;35;30;30;31;35;41;68;70
36;46;46;47;31;66;65;60;80;84;65;60;65;65;66;80;84
7;36;26;38;17;31;42;7;60;72;38;7;31;38;42;60;72
36;40;47;26;45;66;47;70;75;57;73;47;57;66;70;73;75
20;6;46;49;38;56;58;57;50;37;38;37;38;50;56;57;58
