q0p0;q0p1;q0p2;q0p3;q1p0;q1p1;s[0, 4];s[0, 5];s[1, 4];s[1, 5];s[2, 4];s[2, 5];s[3, 4];s[3, 5];cost_ranking 0;cost_ranking 1;cost_ranking 2;cost_ranking 3;cost_ranking 4;cost_ranking 5;cost_ranking 6;cost_ranking 7
37;20;10;46;42;49;65;66;55;61;52;39;68;87;39;52;55;61;65;66;68;87
29;23;37;5;5;32;14;57;10;42;25;60;7;24;7;10;14;24;25;42;57;60
10;18;7;17;15;17;23;15;31;25;18;11;12;20;11;12;15;18;20;23;25;31
27;8;26;30;9;11;36;29;-1;6;33;29;25;37;-1;6;25;29;29;33;36;37
23;26;44;3;12;2;22;7;21;24;36;39;15;3;3;7;15;21;22;24;36;39
13;2;24;9;16;3;20;15;3;-8;28;11;6;7;-8;3;6;7;11;15;20;28
9;24;11;9;13;44;17;46;36;53;7;46;9;47;7;9;17;36;46;46;47;53
43;38;5;22;2;30;28;53;31;48;7;16;22;39;7;16;22;28;31;39;48;53
5;26;24;35;6;9;6;-6;22;25;26;22;35;40;-6;6;22;22;25;26;35;40
46;38;36;22;8;30;41;74;28;59;42;60;12;35;12;28;35;41;42;59;60;74
6;29;48;28;12;47;6;35;33;71;57;77;31;74;6;31;33;35;57;71;74;77
38;39;8;3;44;12;70;44;71;39;42;0;31;1;0;1;31;39;42;44;70;71
9;47;19;19;35;24;26;21;63;56;39;25;49;42;21;25;26;39;42;49;56;63
12;1;15;14;32;35;29;38;24;35;39;36;34;48;24;29;34;35;36;38;39;48
31;19;20;28;35;9;53;24;35;8;54;28;50;20;8;20;24;28;35;50;53;54
3;40;35;13;2;7;3;10;32;31;23;42;-2;11;-2;3;10;11;23;31;32;42
42;8;40;11;9;38;32;63;3;36;34;69;20;42;3;20;32;34;36;42;63;69
19;38;37;3;46;14;48;29;81;48;73;38;49;17;17;29;38;48;48;49;73;81
22;6;15;43;24;20;36;26;13;11;27;19;65;62;11;13;19;26;27;36;62;65
24;32;29;10;40;22;45;42;58;51;49;42;40;26;26;40;42;42;45;49;51;58
40;4;34;27;26;37;59;70;13;29;47;54;39;46;13;29;39;46;47;54;59;70
31;34;26;32;32;10;60;33;52;37;44;18;52;31;18;31;33;37;44;52;52;60
22;0;25;22;29;8;42;22;10;-2;39;31;46;10;-2;10;10;22;31;39;42;46
32;25;44;4;10;42;33;65;17;64;49;81;12;30;12;17;30;33;49;64;65;81
29;17;10;3;7;21;32;32;9;27;15;15;6;19;6;9;15;15;19;27;32;32
28;22;27;47;5;2;17;28;20;20;22;9;32;41;9;17;20;20;22;28;32;41
48;20;12;24;32;34;69;72;48;38;31;46;54;49;31;38;46;48;49;54;69;72
46;8;26;24;4;8;47;46;-4;6;23;31;14;32;-4;6;14;23;31;32;46;47
34;14;41;2;10;39;37;56;11;37;50;67;-2;34;-2;11;34;37;37;50;56;67
39;5;38;16;11;18;36;43;6;8;40;52;24;17;6;8;17;24;36;40;43;52
8;24;16;35;25;43;19;46;31;63;33;57;44;68;19;31;33;44;46;57;63;68
2;18;33;16;35;23;22;7;51;25;53;52;47;28;7;22;25;28;47;51;52;53
40;45;7;49;41;47;72;81;67;78;30;50;90;85;30;50;67;72;78;81;85;90
1;41;38;9;15;31;-1;25;42;52;33;66;12;28;-1;12;25;28;33;42;52;66
8;35;10;27;39;7;31;-2;72;27;37;6;56;30;-2;6;27;30;31;37;56;72
20;12;8;17;41;29;54;39;34;38;38;36;39;40;34;36;38;38;39;39;40;54
16;47;38;46;14;12;30;18;49;42;50;47;56;44;18;30;42;44;47;49;50;56
4;42;21;2;2;33;-3;33;26;73;14;52;-3;27;-3;-3;14;26;27;33;52;73
8;3;22;23;43;21;34;23;38;24;60;40;59;35;23;24;34;35;38;40;59;60
31;37;49;12;32;34;43;50;57;56;66;73;32;38;32;38;43;50;56;57;66;73
28;14;3;41;46;48;70;74;53;54;30;48;69;81;30;48;53;54;69;70;74;81
18;25;44;2;40;19;39;37;50;34;66;62;26;1;1;26;34;37;39;50;62;66
43;41;12;46;25;44;48;79;62;84;32;51;59;73;32;48;51;59;62;73;79;84
21;22;20;47;3;48;19;69;22;57;4;57;36;91;4;19;22;36;57;57;69;91
4;14;45;24;25;40;10;28;19;36;59;67;30;45;10;19;28;30;36;45;59;67
11;6;27;17;30;1;23;0;28;-1;49;26;40;8;-1;0;8;23;26;28;40;49
19;15;42;23;12;28;12;32;20;33;50;58;20;49;12;20;20;32;33;49;50;58
43;42;15;38;14;34;41;72;46;64;25;40;36;66;25;36;40;41;46;64;66;72
22;39;42;38;4;19;23;36;31;44;44;53;38;41;23;31;36;38;41;44;44;53
16;21;4;8;45;34;56;45;48;52;40;22;40;38;22;38;40;40;45;48;52;56
1;34;47;48;48;27;35;23;68;57;83;64;94;66;23;35;57;64;66;68;83;94
44;41;24;47;8;49;49;90;34;83;24;69;38;84;24;34;38;49;69;83;84;90
29;19;0;9;7;22;32;31;8;29;-8;19;5;29;-8;5;8;19;29;29;31;32
30;36;49;12;33;14;63;25;58;47;72;63;26;11;11;25;26;47;58;63;63;72
27;12;3;9;18;17;29;25;27;24;18;3;14;16;3;14;16;18;24;25;27;29
5;2;28;28;1;29;-8;24;-14;30;17;42;22;51;-14;-8;17;22;24;30;42;51
7;18;0;28;41;18;35;12;43;19;40;13;64;32;12;13;19;32;35;40;43;64
45;44;41;21;33;13;78;48;70;54;57;54;43;15;15;43;48;54;54;57;70;78
41;19;11;3;1;11;26;43;6;12;0;15;-12;-2;-12;-2;0;6;12;15;26;43
39;9;20;13;14;37;49;67;5;45;18;52;12;30;5;12;18;30;45;49;52;67
48;32;43;25;3;9;46;41;27;37;43;36;12;21;12;21;27;36;37;41;43;46
15;34;45;44;2;46;6;49;16;73;33;71;41;71;6;16;33;41;49;71;71;73
31;47;19;33;14;25;28;36;46;63;19;43;42;44;19;28;36;42;43;44;46;63
3;40;39;9;34;28;21;24;68;56;70;62;32;17;17;21;24;32;56;62;68;70
38;18;1;14;43;40;76;73;51;49;39;21;53;44;21;39;44;49;51;53;73;76
26;17;29;18;4;9;10;32;19;26;30;20;11;23;10;11;19;20;23;26;30;32
12;17;40;22;42;20;37;20;57;21;64;58;55;22;20;21;22;37;55;57;58;64
18;21;44;15;27;2;37;20;38;9;70;44;23;6;6;9;20;23;37;38;44;70
42;23;49;27;35;10;74;48;41;13;69;39;60;20;13;20;39;41;48;60;69;74
9;26;8;4;7;48;2;43;19;64;-2;36;-3;47;-3;-2;2;19;36;43;47;64
19;42;27;12;15;20;18;29;46;58;34;42;7;12;7;12;18;29;34;42;46;58
45;7;44;13;23;9;66;36;27;-1;60;36;26;16;-1;16;26;27;36;36;60;66
18;32;41;11;43;31;59;49;66;61;83;64;35;40;35;40;49;59;61;64;66;83
29;4;39;22;4;36;26;57;0;21;36;67;14;55;0;14;21;26;36;55;57;67
46;24;42;21;10;9;36;35;24;19;36;41;29;23;19;23;24;29;35;36;36;41
44;20;12;48;49;24;92;67;51;31;59;27;77;62;27;31;51;59;62;67;77;92
49;37;43;10;4;15;34;52;28;35;36;52;6;25;6;25;28;34;35;36;52;52
38;38;5;40;4;13;40;36;33;37;7;7;38;51;7;7;33;36;37;38;40;51
28;46;8;47;12;33;33;50;57;72;8;27;44;65;8;27;33;44;50;57;65;72
20;44;17;40;38;15;50;16;73;55;46;17;58;51;16;17;46;50;51;55;58;73
18;30;45;43;4;45;18;55;16;67;44;84;36;85;16;18;36;44;55;67;84;85
11;16;42;43;32;0;29;-4;43;-2;72;34;59;34;-4;-2;29;34;34;43;59;72
41;36;37;1;26;20;61;50;42;38;44;46;22;19;19;22;38;42;44;46;50;61
44;38;14;36;25;12;57;36;57;30;32;9;54;43;9;30;32;36;43;54;57;57
32;3;2;49;3;26;29;39;-4;13;-8;23;37;57;-8;-4;13;23;29;37;39;57
45;43;4;39;14;27;58;58;40;55;18;27;42;52;18;27;40;42;52;55;58;58
25;32;14;8;26;22;43;41;55;45;34;31;23;23;23;23;31;34;41;43;45;55
35;16;49;44;44;11;70;46;40;11;93;45;68;54;11;40;45;46;54;68;70;93
32;17;44;14;13;9;27;37;19;15;43;38;15;19;15;15;19;19;27;37;38;43
21;13;28;9;28;48;46;54;28;41;50;64;23;43;23;28;41;43;46;50;54;64
34;37;20;4;45;17;68;38;74;41;46;33;29;21;21;29;33;38;41;46;68;74
46;8;5;0;44;1;79;32;42;-4;29;3;32;-13;-13;-4;3;29;32;32;42;79
43;31;14;46;25;19;64;62;43;47;20;29;68;54;20;29;43;47;54;62;64;68
15;26;37;21;49;32;62;46;73;58;77;65;66;45;45;46;58;62;65;66;73;77
35;19;24;38;20;46;42;76;27;48;33;60;54;81;27;33;42;48;54;60;76;81
49;34;28;38;31;13;71;43;56;38;44;38;59;39;38;38;39;43;44;56;59;71
48;4;10;37;37;31;69;75;29;16;32;33;57;59;16;29;32;33;57;59;69;75
24;37;32;17;48;2;56;7;76;26;63;31;48;18;7;18;26;31;48;56;63;76
15;23;5;31;25;32;27;37;30;40;15;31;51;57;15;27;30;31;37;40;51;57
36;17;0;8;42;13;64;35;44;21;39;10;42;19;10;19;21;35;39;42;44;64
16;2;23;45;14;2;17;2;8;-11;35;20;48;45;-11;2;8;17;20;35;45;48
39;32;17;24;8;45;42;73;29;74;23;60;13;56;13;23;29;42;56;60;73;74
12;22;36;33;21;31;15;35;31;45;44;57;48;57;15;31;35;44;45;48;57;57
35;45;20;34;6;33;21;52;37;67;7;51;29;55;7;21;29;37;51;52;55;67
48;48;13;7;28;4;61;41;72;42;22;15;31;6;6;15;22;31;41;42;61;72
12;6;22;29;30;27;40;30;27;17;32;41;46;42;17;27;30;32;40;41;42;46
15;41;19;35;38;36;39;39;72;61;55;53;69;67;39;39;53;55;61;67;69;72
10;21;46;48;35;14;29;23;49;32;73;59;63;44;23;29;32;44;49;59;63;73
10;8;41;10;28;39;20;34;27;32;57;71;34;40;20;27;32;34;34;40;57;71
45;2;30;13;39;32;66;73;24;29;62;55;43;28;24;28;29;43;55;62;66;73
31;20;21;6;6;41;28;69;9;58;26;44;12;38;9;12;26;28;38;44;58;69
18;5;19;41;8;35;6;43;12;24;9;43;31;57;6;9;12;24;31;43;43;57
44;6;37;39;8;2;52;30;13;5;41;34;42;39;5;13;30;34;39;41;42;52
2;24;39;18;43;19;39;11;62;39;67;55;56;34;11;34;39;39;55;56;62;67
40;11;7;42;40;17;65;57;51;19;27;14;77;43;14;19;27;43;51;57;65;77
48;37;42;16;14;44;49;81;51;68;40;67;25;45;25;40;45;49;51;67;68;81
11;48;19;8;28;34;25;30;64;71;27;33;31;30;25;27;30;30;31;33;64;71
9;42;38;0;32;9;23;4;69;37;59;45;15;-9;-9;4;15;23;37;45;59;69
9;42;8;45;10;27;4;28;32;69;-1;15;43;71;-1;4;15;28;32;43;69;71
9;2;17;10;43;36;44;30;34;37;48;40;50;35;30;34;35;37;40;44;48;50
47;5;10;11;20;14;49;45;5;-1;27;19;23;25;-1;5;19;23;25;27;45;49
44;28;44;8;45;25;82;59;62;50;69;62;37;30;30;37;50;59;62;62;69;82
48;26;14;26;46;5;87;52;58;15;41;17;53;19;15;17;19;41;52;53;58;87
46;13;14;12;43;17;83;56;46;21;49;29;38;9;9;21;29;38;46;49;56;83
12;48;36;44;37;42;49;38;70;75;54;69;62;69;38;49;54;62;69;69;70;75
46;26;16;6;41;38;82;64;63;53;45;38;28;42;28;38;42;45;53;63;64;82
16;12;7;2;3;15;15;13;4;22;-6;22;-4;17;-6;-4;4;13;15;17;22;22
40;43;0;18;42;5;69;30;84;43;36;-6;57;11;-6;11;30;36;43;57;69;84
39;0;0;48;8;48;33;82;-6;33;-1;29;37;78;-6;-1;29;33;33;37;78;82
8;30;19;40;16;38;16;26;39;59;21;38;41;63;16;21;26;38;39;41;59;63
6;1;13;35;35;27;30;33;18;17;41;35;57;47;17;18;30;33;35;41;47;57
7;5;38;41;6;19;13;24;8;20;41;43;44;51;8;13;20;24;41;43;44;51
4;34;29;5;19;33;12;23;47;63;28;46;5;35;5;12;23;28;35;46;47;63
3;5;28;48;39;13;24;14;40;8;58;26;79;59;8;14;24;26;40;58;59;79
47;17;18;41;28;5;63;34;27;17;35;6;64;38;6;17;27;34;35;38;63;64
26;33;20;2;49;2;75;19;66;23;67;13;49;-6;-6;13;19;23;49;66;67;75
48;1;38;15;46;35;91;72;33;24;68;73;51;47;24;33;47;51;68;72;73;91
49;48;16;24;20;33;67;81;52;66;28;49;34;38;28;34;38;49;52;66;67;81
3;38;14;21;41;14;31;6;79;45;45;13;59;25;6;13;25;31;45;45;59;79
18;10;44;25;15;46;27;51;7;36;42;78;29;62;7;27;29;36;42;51;62;78
25;24;15;40;29;16;48;37;41;38;29;15;63;47;15;29;37;38;41;47;48;63
46;4;47;28;6;35;42;75;9;30;42;75;29;46;9;29;30;42;42;46;75;75
44;22;16;36;8;13;33;42;21;25;22;13;35;46;13;21;22;25;33;35;42;46
33;37;16;33;7;17;23;36;40;36;14;32;32;38;14;23;32;32;36;36;38;40
35;4;29;17;24;18;46;36;13;22;34;45;31;16;13;16;22;31;34;36;45;46
35;47;30;5;46;41;64;71;86;74;68;67;46;29;29;46;64;67;68;71;74;86
1;22;23;31;41;39;38;40;63;58;54;62;57;58;38;40;54;57;58;58;62;63
30;13;1;16;49;20;60;31;51;30;46;13;45;34;13;30;31;34;45;46;51;60
35;27;20;8;17;45;44;66;31;71;26;62;17;42;17;26;31;42;44;62;66;71
42;39;23;12;46;32;73;67;66;56;53;47;52;26;26;47;52;53;56;66;67;73
28;1;19;33;25;14;39;28;19;6;32;26;54;36;6;19;26;28;32;36;39;54
8;21;12;8;25;10;33;7;39;17;27;6;23;2;2;6;7;17;23;27;33;39
46;6;36;26;40;41;85;76;44;33;66;71;51;60;33;44;51;60;66;71;76;85
28;9;34;7;29;31;48;43;25;35;44;58;30;38;25;30;35;38;43;44;48;58
11;9;19;9;5;36;-2;39;-6;31;21;50;7;42;-6;-2;7;21;31;39;42;50
7;18;22;40;3;42;3;32;19;47;16;47;28;68;3;16;19;28;32;47;47;68
38;45;2;17;33;11;56;40;64;47;18;-1;50;15;-1;15;18;40;47;50;56;64
43;23;37;31;45;21;73;45;67;31;79;50;74;39;31;39;45;50;67;73;74;79
14;47;43;49;21;38;16;45;66;77;45;63;50;83;16;45;45;50;63;66;77;83
2;33;3;1;40;6;29;-8;58;34;42;-2;23;2;-8;-2;2;23;29;34;42;58
45;27;40;46;36;39;76;78;61;58;60;62;76;67;58;60;61;62;67;76;76;78
13;33;28;28;5;5;-2;1;18;38;26;20;31;22;-2;1;18;20;22;26;31;38
20;18;44;22;6;49;6;49;24;48;37;93;13;52;6;13;24;37;48;49;52;93
41;45;38;0;5;8;32;43;34;49;24;29;-3;0;-3;0;24;29;32;34;43;49
41;21;7;17;48;29;75;53;53;35;46;32;62;26;26;32;35;46;53;53;62;75
20;40;22;16;30;33;43;45;59;73;45;51;39;40;39;40;43;45;45;51;59;73
32;5;30;42;1;22;24;41;-2;23;31;41;28;47;-2;23;24;28;31;41;41;47
36;39;42;16;41;30;74;46;73;62;83;55;43;33;33;43;46;55;62;73;74;83
18;39;20;14;11;2;18;15;33;35;11;10;13;-1;-1;10;11;13;15;18;33;35
30;29;25;7;45;33;60;62;69;61;58;55;35;27;27;35;55;58;60;61;62;69
42;10;0;4;0;10;35;45;-3;18;-6;-3;-7;8;-7;-6;-3;-3;8;18;35;45
38;38;34;47;32;14;59;42;55;48;46;29;70;45;29;42;45;46;48;55;59;70
7;48;31;14;4;18;-6;21;52;62;21;40;8;19;-6;8;19;21;21;40;52;62
13;8;9;21;26;41;36;45;23;32;30;34;41;54;23;30;32;34;36;41;45;54
10;24;28;48;43;4;37;-6;49;18;65;27;84;32;-6;18;27;32;37;49;65;84
21;16;27;46;26;3;31;19;33;6;34;30;72;38;6;19;30;31;33;34;38;72
17;22;28;35;33;36;39;34;40;52;55;51;48;52;34;39;40;48;51;52;52;55
14;43;9;24;18;28;18;27;54;58;17;28;38;35;17;18;27;28;35;38;54;58
18;26;31;27;33;1;47;11;51;16;55;14;60;12;11;12;14;16;47;51;55;60
4;38;27;37;23;12;11;0;45;40;47;25;45;30;0;11;25;30;40;45;45;47
30;14;9;14;16;14;29;32;17;8;17;6;15;12;6;8;12;15;17;17;29;32
40;13;21;0;44;3;73;31;56;-1;54;16;30;-7;-7;-1;16;30;31;54;56;73
34;42;6;30;6;44;28;67;29;80;4;38;30;70;4;28;29;30;38;67;70;80
27;8;16;10;7;31;31;55;15;37;3;30;15;26;3;15;15;26;30;31;37;55
44;18;20;22;33;8;68;52;37;23;39;14;45;22;14;22;23;37;39;45;52;68
30;5;15;12;14;25;35;43;0;26;28;24;13;27;0;13;24;26;27;28;35;43
42;48;48;35;8;43;34;81;56;73;45;90;27;61;27;34;45;56;61;73;81;90
39;34;13;20;14;14;35;42;45;30;13;21;29;17;13;17;21;29;30;35;42;45
25;19;7;21;23;23;40;38;26;24;17;23;43;36;17;23;24;26;36;38;40;43
45;26;36;4;2;9;42;35;17;24;23;44;-7;12;-7;12;17;23;24;35;42;44
13;40;34;37;10;9;19;17;31;36;26;36;28;26;17;19;26;26;28;31;36;36
29;16;1;31;49;30;67;47;49;40;34;18;80;52;18;34;40;47;49;52;67;80
38;40;14;45;47;2;80;29;81;35;58;-3;91;38;-3;29;35;38;58;80;81;91
18;11;47;22;29;5;36;11;36;-1;59;35;36;12;-1;11;12;35;36;36;36;59
42;27;5;2;28;16;62;55;44;24;20;8;28;8;8;8;20;24;28;44;55;62
2;43;44;7;20;42;2;43;52;70;58;85;18;32;2;18;32;43;52;58;70;85
0;6;25;3;17;2;4;-5;4;-2;28;9;7;2;-5;-2;2;4;4;7;9;28
12;26;40;9;26;49;19;57;44;58;48;81;20;54;19;20;44;48;54;57;58;81
38;37;43;22;2;7;31;29;35;26;26;47;18;13;13;18;26;26;29;31;35;47
46;46;6;46;27;5;55;41;56;50;32;11;68;38;11;32;38;41;50;55;56;68
33;23;48;34;42;12;70;27;62;22;84;55;65;35;22;27;35;55;62;65;70;84
29;20;19;45;34;36;53;57;47;37;37;45;63;73;37;37;45;47;53;57;63;73
36;17;37;21;34;12;65;29;31;11;59;42;42;18;11;18;29;31;42;42;59;65
29;46;5;25;25;38;41;62;59;80;10;41;43;50;10;41;41;43;50;59;62;80
38;6;28;49;47;4;75;26;37;-8;61;24;84;40;-8;24;26;37;40;61;75;84
41;47;34;45;36;6;67;45;83;35;50;28;81;41;28;35;41;45;50;67;81;83
46;30;16;34;23;9;69;46;42;34;31;24;53;30;24;30;31;34;42;46;53;69
6;15;41;34;47;30;46;20;52;31;80;69;72;49;20;31;46;49;52;69;72;80
43;6;8;19;40;4;75;28;33;7;33;9;43;15;7;9;15;28;33;33;43;75
24;45;41;9;20;0;40;8;47;45;49;35;10;-11;-11;8;10;35;40;45;47;49
28;37;48;17;35;11;53;23;67;45;63;54;44;24;23;24;44;45;53;54;63;67
32;42;20;49;26;15;54;33;58;46;45;22;60;50;22;33;45;46;50;54;58;60
30;32;40;31;11;37;37;61;26;55;41;68;30;58;26;30;37;41;55;58;61;68
5;5;0;2;7;48;2;52;0;37;7;34;-11;31;-11;0;2;7;31;34;37;52
7;6;3;45;31;5;27;-7;30;2;34;4;76;35;-7;2;4;27;30;34;35;76
34;40;28;28;11;13;41;41;38;53;32;41;37;32;32;32;37;38;41;41;41;53
40;43;19;7;18;25;40;51;55;48;22;32;8;28;8;22;28;32;40;48;51;55
29;6;29;38;22;32;33;44;25;37;38;61;49;51;25;33;37;38;44;49;51;61
46;43;48;11;12;5;56;34;55;31;54;48;3;5;3;5;31;34;48;54;55;56
47;19;7;41;38;42;80;69;44;50;34;49;68;77;34;44;49;50;68;69;77;80
25;37;27;5;48;22;61;32;78;52;73;42;36;18;18;32;36;42;52;61;73;78
23;1;3;24;18;47;39;51;14;45;9;38;38;68;9;14;38;38;39;45;51;68
47;4;25;37;9;19;41;64;12;7;32;33;32;44;7;12;32;32;33;41;44;64
23;29;17;16;24;27;45;34;49;44;25;35;22;27;22;25;27;34;35;44;45;49
43;5;8;2;19;15;53;52;15;9;26;10;12;3;3;9;10;12;15;26;52;53
36;12;28;28;5;11;34;37;10;11;25;33;33;24;10;11;24;25;33;33;34;37
29;12;0;42;42;35;57;52;38;27;22;31;71;74;22;27;31;38;52;57;71;74
5;3;11;2;45;47;45;52;29;50;50;49;39;32;29;32;39;45;49;50;50;52
47;15;25;29;5;19;33;46;7;27;18;37;34;42;7;18;27;33;34;37;42;46
25;6;6;25;45;2;65;10;31;1;41;-11;62;24;-11;1;10;24;31;41;62;65
13;12;34;39;21;36;27;31;31;38;55;52;50;62;27;31;31;38;50;52;55;62
5;15;9;3;20;15;24;13;35;28;17;13;10;12;10;12;13;13;17;24;28;35
5;21;1;12;23;24;26;27;30;34;9;22;21;26;9;21;22;26;26;27;30;34
36;15;33;0;48;33;79;58;56;33;62;48;40;28;28;33;40;48;56;58;62;79
47;8;19;8;4;27;44;74;-2;33;23;26;6;22;-2;6;22;23;26;33;44;74
46;31;15;15;12;45;44;86;26;74;14;48;14;45;14;14;26;44;45;48;74;86
37;0;41;46;11;25;41;59;11;25;40;58;37;64;11;25;37;40;41;58;59;64
49;15;21;15;3;5;40;41;-2;5;18;23;9;4;-2;4;5;9;18;23;40;41
7;26;30;38;35;29;38;20;60;55;51;53;67;47;20;38;47;51;53;55;60;67
10;43;22;7;27;41;19;40;58;79;43;49;17;31;17;19;31;40;43;49;58;79
23;4;46;19;36;37;56;56;27;26;71;72;41;48;26;27;41;48;56;56;71;72
41;6;38;20;26;11;60;35;27;11;50;34;26;13;11;13;26;27;34;35;50;60
14;8;46;33;7;2;1;5;4;6;53;36;40;25;1;4;5;6;25;36;40;53
16;6;22;47;36;24;35;29;33;12;50;37;72;53;12;29;33;35;37;50;53;72
42;24;46;23;22;15;47;51;40;37;63;54;44;37;37;37;40;44;47;51;54;63
4;29;0;30;26;0;24;-6;42;19;16;-11;37;20;-11;-6;16;19;20;24;37;42
43;24;38;21;45;11;72;34;64;21;67;29;48;31;21;29;31;34;48;64;67;72
37;28;38;0;42;27;77;44;65;35;76;48;32;10;10;32;35;44;48;65;76;77
14;43;46;41;32;11;46;9;55;47;75;47;64;46;9;46;46;47;47;55;64;75
26;37;9;45;26;8;49;18;55;35;15;1;59;50;1;15;18;35;49;50;55;59
45;25;11;33;19;39;59;69;38;53;18;33;33;66;18;33;33;38;53;59;66;69
2;40;10;18;30;15;23;3;56;46;21;13;30;14;3;13;14;21;23;30;46;56
40;22;29;39;31;39;51;61;43;58;48;51;58;61;43;48;51;51;58;58;61;61
17;21;1;14;26;13;41;21;29;32;11;-1;29;25;-1;11;21;25;29;29;32;41
21;39;25;45;25;30;41;36;45;65;31;51;60;61;31;36;41;45;51;60;61;65
5;24;15;22;34;4;37;7;46;25;35;5;38;8;5;7;8;25;35;37;38;46
44;30;39;34;6;16;33;46;22;45;28;49;36;34;22;28;33;34;36;45;46;49
28;1;43;1;33;20;42;41;34;19;67;49;28;8;8;19;28;34;41;42;49;67
47;11;33;36;33;35;70;71;38;29;63;57;63;68;29;38;57;63;63;68;70;71
12;16;18;10;23;43;20;42;20;44;41;61;28;39;20;20;28;39;41;42;44;61
27;34;32;31;19;25;41;52;47;54;43;55;37;56;37;41;43;47;52;54;55;56
41;19;37;1;43;36;68;62;42;45;68;57;39;29;29;39;42;45;57;62;68;68
24;4;42;31;9;8;17;19;2;-2;39;42;40;20;-2;2;17;19;20;39;40;42
32;17;12;2;26;13;39;42;26;26;31;7;27;11;7;11;26;26;27;31;39;42
33;4;10;35;32;40;52;56;35;30;30;30;53;69;30;30;30;35;52;53;56;69
42;35;45;22;46;29;78;67;79;46;87;71;54;42;42;46;54;67;71;78;79;87
24;31;28;36;18;17;25;41;30;42;38;33;35;39;25;30;33;35;38;39;41;42
41;48;8;19;3;14;36;50;35;56;-3;3;15;32;-3;3;15;32;35;36;50;56
31;35;41;46;42;45;53;58;73;73;67;83;70;83;53;58;67;70;73;73;83;83
47;3;0;37;25;15;60;43;13;0;18;0;59;39;0;0;13;18;39;43;59;60
14;23;6;28;25;46;33;58;31;57;20;49;53;68;20;31;33;49;53;57;58;68
17;48;7;8;19;23;36;28;59;66;24;29;25;30;24;25;28;29;30;36;59;66
48;30;33;19;2;43;46;75;29;53;21;65;11;48;11;21;29;46;48;53;65;75
39;17;25;40;1;44;32;73;1;54;14;49;35;66;1;14;32;35;49;54;66;73
49;34;34;43;1;24;41;55;17;41;33;56;37;59;17;33;37;41;41;55;56;59
9;35;29;17;43;37;50;45;58;70;66;56;48;39;39;45;48;50;56;58;66;70
44;31;27;6;47;1;88;36;58;26;64;17;44;-11;-11;17;26;36;44;58;64;88
23;44;31;18;5;41;22;64;41;75;30;63;16;39;16;22;30;39;41;63;64;75
7;39;16;24;27;34;20;26;53;55;41;39;37;46;20;26;37;39;41;46;53;55
39;6;37;22;24;8;54;35;14;0;47;38;41;25;0;14;25;35;38;41;47;54
34;7;15;15;5;30;35;55;8;32;19;45;9;41;8;9;19;32;35;41;45;55
15;8;41;48;19;40;18;37;10;28;54;73;63;72;10;18;28;37;54;63;72;73
12;12;29;35;27;47;26;43;22;50;38;74;60;77;22;26;38;43;50;60;74;77
13;34;41;39;26;19;30;23;42;45;57;55;48;44;23;30;42;44;45;48;55;57
14;38;26;17;40;44;34;58;68;77;59;60;47;56;34;47;56;58;59;60;68;77
33;8;5;6;44;10;77;24;49;9;34;9;39;-2;-2;9;9;24;34;39;49;77
23;37;16;43;12;23;20;27;42;40;14;22;46;54;14;20;22;27;40;42;46;54
18;20;11;45;12;34;11;45;26;43;16;40;47;60;11;16;26;40;43;45;47;60
43;49;46;27;42;5;72;35;71;46;72;34;53;14;14;34;35;46;53;71;72;72
5;48;31;24;39;37;42;24;73;85;68;59;48;44;24;42;44;48;59;68;73;85
3;35;19;43;43;47;46;39;66;80;53;47;71;74;39;46;47;53;66;71;74;80
16;26;33;18;38;15;47;22;62;22;61;44;43;20;20;22;22;43;44;47;61;62
14;7;45;15;11;32;8;39;17;34;56;67;15;40;8;15;17;34;39;40;56;67
20;29;24;22;45;20;63;22;74;30;64;36;60;41;22;30;36;41;60;63;64;74
35;48;47;49;10;14;34;36;46;61;38;57;50;61;34;36;38;46;50;57;61;61
39;33;39;15;15;34;53;55;44;67;50;60;20;40;20;40;44;50;53;55;60;67
47;3;33;42;46;44;78;80;35;33;68;69;73;79;33;35;68;69;73;78;79;80
0;39;4;31;46;13;36;-7;84;34;41;0;76;26;-7;0;26;34;36;41;76;84
46;16;25;16;22;38;68;70;28;35;29;48;34;49;28;29;34;35;48;49;68;70
36;34;22;5;17;11;39;34;44;32;36;33;21;11;11;21;32;33;34;36;39;44
8;45;0;18;10;31;-1;34;40;74;8;21;17;30;-1;8;17;21;30;34;40;74
12;49;30;37;49;49;55;54;94;91;59;73;69;81;54;55;59;69;73;81;91;94
19;3;33;4;22;32;34;36;22;19;43;65;6;25;6;19;22;25;34;36;43;65
8;40;5;8;7;40;10;43;31;76;12;45;6;48;6;10;12;31;43;45;48;76
27;2;38;2;29;44;46;56;16;34;51;78;24;46;16;24;34;46;46;51;56;78
38;26;36;1;34;46;60;75;41;56;52;72;31;43;31;41;43;52;56;60;72;75
39;10;16;5;26;47;51;76;28;57;25;52;11;37;11;25;28;37;51;52;57;76
2;10;32;26;45;15;35;12;55;11;71;35;52;23;11;12;23;35;35;52;55;71
41;19;15;17;7;9;41;43;15;17;17;22;20;20;15;17;17;20;20;22;41;43
40;32;25;36;28;15;66;38;46;43;51;26;49;47;26;38;43;46;47;49;51;66
33;28;0;40;27;25;55;44;38;44;19;11;54;54;11;19;38;44;44;54;54;55
