q0p0;q0p1;q0p2;q0p3;q1p0;q1p1;q1p2;q1p3;s[0, 4];s[0, 5];s[0, 6];s[0, 7];s[1, 4];s[1, 5];s[1, 6];s[1, 7];s[2, 4];s[2, 5];s[2, 6];s[2, 7];s[3, 4];s[3, 5];s[3, 6];s[3, 7];cost_ranking 0;cost_ranking 1;cost_ranking 2;cost_ranking 3;cost_ranking 4;cost_ranking 5;cost_ranking 6;cost_ranking 7;cost_ranking 8;cost_ranking 9;cost_ranking 10;cost_ranking 11;cost_ranking 12;cost_ranking 13;cost_ranking 14;cost_ranking 15
21;48;4;5;39;19;6;48;50;34;18;52;73;63;34;95;36;21;-8;34;37;23;4;52;-8;4;18;21;23;34;34;34;36;37;50;52;52;63;73;95
47;49;30;21;34;2;32;47;81;47;74;80;75;42;79;93;63;22;45;72;49;7;49;60;7;22;42;45;47;49;49;60;63;72;74;75;79;80;81;93
13;21;24;8;47;6;20;40;53;16;24;52;50;27;36;41;65;19;36;60;37;11;26;46;11;16;19;24;26;27;36;36;37;41;46;50;52;53;60;65
45;22;31;12;25;9;38;2;64;37;72;33;40;19;47;11;52;24;50;29;18;7;30;-5;-5;7;11;18;19;24;29;30;33;37;40;47;50;52;64;72
45;48;26;22;6;13;0;43;45;55;26;83;37;49;38;78;23;31;19;61;24;34;15;49;15;19;23;24;26;31;34;37;38;45;49;49;55;61;78;83
48;15;7;25;37;22;44;9;75;51;74;57;43;35;46;4;29;26;37;9;47;41;55;34;4;9;26;29;34;35;37;41;43;46;47;51;55;57;74;75
8;20;28;19;9;46;35;9;0;39;32;8;10;58;53;23;34;55;53;33;19;60;37;10;0;8;10;10;19;23;32;33;34;37;39;53;53;55;58;60
10;36;16;36;23;4;11;36;23;11;6;27;39;27;30;53;25;12;15;47;58;27;41;66;6;11;12;15;23;25;27;27;27;30;39;41;47;53;58;66
10;41;35;42;25;38;1;36;32;43;-7;29;56;60;29;62;49;70;25;55;60;64;31;63;-7;25;29;29;31;32;43;49;55;56;60;60;62;63;64;70
14;37;30;21;26;38;6;21;38;44;16;19;51;64;30;40;56;54;36;32;47;46;12;23;12;16;19;23;30;32;36;38;40;44;46;47;51;54;56;64
34;35;45;33;0;1;5;14;15;33;27;28;24;33;40;30;30;28;50;55;32;24;25;44;15;24;24;25;27;28;28;30;30;32;33;33;40;44;50;55
13;46;21;42;46;23;0;42;46;27;9;35;83;54;43;79;64;40;11;51;69;49;26;83;9;11;26;27;35;40;43;46;49;51;54;64;69;79;83;83
37;37;1;3;26;16;43;15;63;33;80;39;47;52;78;51;7;9;40;11;22;19;30;14;7;9;11;14;19;22;30;33;39;40;47;51;52;63;78;80
40;22;7;43;19;9;2;30;40;38;39;57;25;22;16;38;15;11;-3;24;45;42;45;67;-3;11;15;16;22;24;25;38;38;39;40;42;45;45;57;67
45;8;47;27;26;22;13;4;64;55;43;47;34;19;1;8;56;62;53;36;49;30;29;28;1;8;19;28;29;30;34;36;43;47;49;53;55;56;62;64
4;26;42;45;48;38;43;10;50;37;42;2;70;61;68;21;79;64;82;38;84;75;77;38;2;21;37;38;38;42;50;61;64;68;70;75;77;79;82;84
26;42;26;25;4;43;30;5;13;49;51;21;33;74;52;45;14;57;49;29;14;59;46;24;13;14;14;21;24;29;33;45;46;49;49;51;52;57;59;74
19;40;29;30;42;44;32;18;52;43;44;19;72;65;72;56;68;64;57;47;62;74;62;31;19;31;43;44;47;52;56;57;62;62;64;65;68;72;72;74
24;47;1;25;40;5;43;49;63;25;65;66;76;45;90;88;30;-14;43;44;65;14;50;54;-14;14;25;30;43;44;45;50;54;63;65;65;66;76;88;90
5;18;11;34;25;1;45;31;26;-2;36;24;31;0;52;33;36;12;44;41;39;16;61;49;-2;0;12;16;24;26;31;33;36;36;39;41;44;49;52;61
0;12;22;8;29;6;31;17;11;2;14;14;26;8;39;22;43;24;35;38;17;6;39;23;2;6;8;11;14;14;17;22;23;24;26;35;38;39;39;43
0;8;2;41;9;7;47;47;-4;-12;33;30;8;-4;48;43;-1;-5;48;40;44;46;80;79;-12;-5;-4;-4;-1;8;30;33;40;43;44;46;48;48;79;80
4;22;4;25;15;36;35;11;15;23;19;5;18;45;53;19;16;34;25;12;40;58;48;22;5;12;15;16;18;19;19;22;23;25;34;40;45;48;53;58
15;8;15;16;2;35;9;34;0;47;20;32;8;27;7;35;-3;38;20;34;7;31;11;49;-3;0;7;7;8;11;20;20;27;31;32;34;35;38;47;49
46;18;3;31;1;4;8;46;36;30;54;76;7;7;13;55;-2;-10;10;46;19;32;34;62;-10;-2;7;7;10;13;19;30;32;34;36;46;54;55;62;76
1;4;23;26;26;22;15;5;27;5;9;1;27;8;13;-2;35;38;35;23;43;37;34;23;-2;1;5;8;9;13;23;23;27;27;34;35;35;37;38;43
47;23;29;18;27;33;43;8;64;65;81;53;38;44;48;18;42;44;70;23;36;31;58;8;8;18;23;31;36;38;42;44;44;48;53;58;64;65;70;81
41;3;15;17;34;17;4;43;55;57;27;64;32;15;-4;45;32;20;14;55;50;30;20;45;-4;14;15;20;20;27;30;32;32;45;45;50;55;55;57;64
33;44;19;16;23;33;21;45;53;46;46;71;48;59;56;79;32;46;38;53;23;41;36;46;23;32;36;38;41;46;46;46;46;48;53;53;56;59;71;79
11;43;41;32;30;25;1;27;28;32;5;37;64;61;37;67;69;48;28;56;46;47;25;49;5;25;28;28;32;37;37;46;47;48;49;56;61;64;67;69
5;20;6;19;36;19;36;43;21;22;32;30;55;26;42;46;29;17;38;29;50;23;49;45;17;21;22;23;26;29;29;30;32;38;42;45;46;49;50;55
39;45;33;31;20;25;33;37;56;52;58;66;55;52;61;71;39;44;46;54;31;53;49;65;31;39;44;46;49;52;52;53;54;55;56;58;61;65;66;71
16;5;37;28;48;48;47;6;60;45;61;3;43;37;50;7;68;75;66;29;56;68;69;23;3;7;23;29;37;43;45;50;56;60;61;66;68;68;69;75
36;44;3;21;8;10;20;10;42;31;36;33;36;43;54;53;-3;10;7;-2;14;21;27;18;-3;-2;7;10;14;18;21;27;31;33;36;36;42;43;53;54
3;37;36;10;0;37;6;31;0;38;-1;14;21;60;26;66;31;67;42;50;-10;44;2;25;-10;-1;0;2;14;21;25;26;31;38;42;44;50;60;66;67
4;47;7;15;0;41;39;26;-8;30;30;21;42;72;76;64;-3;47;46;25;14;42;39;38;-8;-3;14;21;25;30;30;38;39;42;42;46;47;64;72;76
25;33;11;34;15;9;0;39;32;31;22;57;48;33;14;68;8;19;-3;41;44;36;31;69;-3;8;14;19;22;31;31;32;33;36;41;44;48;57;68;69
9;41;35;45;30;33;29;25;24;39;20;24;65;68;66;63;56;53;54;60;56;77;61;52;20;24;24;39;52;53;54;56;56;60;61;63;65;66;68;77
24;32;47;38;12;8;18;44;18;22;31;48;29;35;32;58;43;48;55;76;32;46;37;74;18;22;29;31;32;32;35;37;43;46;48;48;55;58;74;76
2;30;21;34;43;30;25;29;40;28;13;12;58;57;52;46;48;33;39;34;72;47;56;50;12;13;28;33;34;39;40;46;47;48;50;52;56;57;58;72
20;46;36;26;40;12;17;4;56;24;17;10;73;40;45;36;72;40;45;33;63;21;41;28;10;17;21;24;28;33;36;40;40;41;45;45;56;63;72;73
11;45;48;44;6;24;16;36;0;29;16;45;34;60;52;61;46;52;63;78;38;66;49;69;0;16;29;34;38;45;46;49;52;52;60;61;63;66;69;78
40;19;27;8;31;35;0;4;51;64;22;35;48;53;13;21;55;53;21;13;20;32;-5;-5;-5;-5;13;13;20;21;21;22;32;35;48;51;53;53;55;64
48;22;42;17;35;23;49;45;71;64;82;89;44;28;54;64;59;54;76;81;33;38;60;48;28;33;38;44;48;54;54;59;60;64;64;71;76;81;82;89
31;23;20;40;6;22;42;47;37;44;63;63;24;33;55;59;19;38;42;66;44;61;75;85;19;24;33;37;38;42;44;44;55;59;61;63;63;66;75;85
45;13;31;30;26;27;18;38;65;66;61;70;27;20;20;41;42;53;45;56;50;41;40;61;20;20;27;40;41;41;42;45;50;53;56;61;61;65;66;70
1;40;19;40;49;17;40;48;38;13;23;35;72;45;72;88;48;32;48;60;73;53;80;88;13;23;32;35;38;45;48;48;53;60;72;72;73;80;88;88
22;17;46;4;39;43;16;0;43;45;21;7;52;50;29;5;67;80;46;34;25;39;7;-14;-14;5;7;7;21;25;29;34;39;43;45;46;50;52;67;80
5;22;40;3;41;32;46;36;30;33;32;33;58;36;52;38;75;60;75;62;35;17;37;25;17;25;30;32;33;33;35;36;37;38;52;58;60;62;75;75
44;35;41;5;5;29;17;21;45;73;45;61;40;62;33;48;42;70;54;44;-4;18;3;25;-4;3;18;25;33;40;42;44;45;45;48;54;61;62;70;73
28;8;30;46;35;49;9;19;55;76;18;40;33;50;3;25;58;73;36;34;76;89;53;61;3;18;25;33;34;36;40;50;53;55;58;61;73;76;76;89
29;47;39;10;30;34;10;49;43;54;31;62;61;64;52;77;52;70;32;72;27;32;10;51;10;27;31;32;32;43;51;52;52;54;61;62;64;70;72;77
1;7;23;9;6;34;0;45;-3;29;-1;36;13;32;-13;41;19;53;21;68;6;26;-9;46;-13;-9;-3;-1;6;13;19;21;26;29;32;36;41;46;53;68
21;44;46;23;9;29;2;17;17;49;15;24;36;69;38;49;55;64;47;55;25;42;15;24;15;15;17;24;24;25;36;38;42;47;49;49;55;55;64;69
14;40;37;45;40;12;31;33;41;11;42;29;79;42;57;69;58;35;67;64;69;48;61;74;11;29;35;41;42;42;48;57;58;61;64;67;69;69;74;79
48;37;6;41;0;43;27;11;31;89;71;49;35;71;48;32;-4;43;17;16;25;70;52;40;-4;16;17;25;31;32;35;40;43;48;49;52;70;71;71;89
1;21;16;31;21;18;11;27;21;16;5;26;36;25;20;37;18;14;11;38;45;36;41;49;5;11;14;16;18;20;21;25;26;36;36;37;38;41;45;49
28;37;22;8;6;1;13;41;23;23;35;53;41;36;39;76;26;10;17;48;3;-3;11;33;-3;3;10;11;17;23;23;26;33;35;36;39;41;48;53;76
15;42;14;45;17;24;49;12;14;38;56;16;40;64;86;38;23;22;47;12;52;65;82;54;12;14;16;22;23;38;38;40;47;52;54;56;64;65;82;86
24;41;27;3;48;27;39;40;62;44;44;47;88;63;69;80;70;54;53;49;38;21;36;40;21;36;38;40;44;44;47;49;53;54;62;63;69;70;80;88
17;47;26;5;32;43;6;28;33;44;5;42;79;76;40;61;40;61;30;51;26;37;0;26;0;5;26;26;30;33;37;40;40;42;44;51;61;61;76;79
39;1;41;26;17;28;3;46;46;52;40;74;9;20;-6;33;38;62;36;70;30;54;26;67;-6;9;20;26;30;33;36;38;40;46;52;54;62;67;70;74
0;31;7;23;7;1;38;24;-12;-5;24;11;30;20;60;55;0;-6;38;29;27;24;56;40;-12;-6;-5;0;11;20;24;24;27;29;30;38;40;55;56;60
13;34;26;35;25;15;32;17;35;20;43;12;49;32;57;50;32;21;41;38;57;43;51;52;12;20;21;32;32;35;38;41;43;43;49;50;51;52;57;57
8;14;33;15;7;30;15;18;10;32;8;11;17;41;11;14;25;58;33;36;9;26;27;15;8;9;10;11;11;14;15;17;25;26;27;32;33;36;41;58
39;17;28;1;28;40;28;3;64;69;48;26;30;40;38;4;47;49;49;28;29;40;20;-6;-6;4;20;26;28;29;30;38;40;40;47;48;49;49;64;69
28;3;26;10;44;21;40;4;68;38;52;17;45;9;39;-8;70;29;60;24;37;17;47;6;-8;6;9;17;17;24;29;37;38;39;45;47;52;60;68;70
16;32;36;23;3;16;36;41;2;21;32;41;30;34;53;66;37;32;67;68;8;23;55;44;2;8;21;23;30;32;32;34;37;41;44;53;55;66;67;68
27;3;3;5;49;8;1;17;70;16;18;29;52;-4;-4;20;38;11;-7;2;41;2;-6;6;-7;-6;-4;-4;2;2;6;11;16;18;20;29;38;41;52;70
7;16;14;46;31;13;36;14;25;3;40;5;35;18;37;20;37;26;33;28;72;41;73;46;3;5;18;20;25;26;28;33;35;37;37;40;41;46;72;73
4;18;30;27;20;47;38;25;5;39;31;16;25;59;53;37;48;74;53;45;30;70;63;32;5;16;25;30;31;32;37;39;45;48;53;53;59;63;70;74
2;32;23;47;31;3;3;48;21;-10;1;30;45;15;18;72;37;9;19;62;78;32;34;94;-10;1;9;15;18;19;21;30;32;34;37;45;62;72;78;94
31;8;48;48;48;26;6;26;69;44;31;49;56;18;3;14;81;68;37;69;89;62;41;73;3;14;18;31;37;41;44;49;56;62;68;69;69;73;81;89
38;0;17;20;23;30;47;20;45;65;76;40;11;14;40;2;20;29;61;23;36;40;47;27;2;11;14;20;23;27;29;36;40;40;40;45;47;61;65;76
1;43;12;9;24;41;11;44;24;34;12;43;47;68;38;76;21;53;16;37;13;43;2;41;2;12;13;16;21;24;34;37;38;41;43;43;47;53;68;76
30;28;35;5;12;17;49;16;31;38;65;42;24;29;75;36;43;44;67;51;5;13;42;9;5;9;13;24;29;31;36;38;42;42;43;44;51;65;67;75
11;46;47;30;46;11;47;39;44;2;43;43;91;54;86;76;82;41;83;83;61;34;69;64;2;34;41;43;43;44;54;61;64;69;76;82;83;83;86;91
45;11;14;11;13;33;44;12;41;74;70;56;21;30;55;19;18;33;52;7;12;27;43;23;7;12;18;19;21;23;27;30;33;41;43;52;55;56;70;74
21;28;21;21;42;42;47;12;63;53;53;15;63;50;74;30;57;48;53;33;45;54;51;30;15;30;30;33;45;48;50;51;53;53;53;54;57;63;63;74
24;13;16;15;38;19;11;21;47;35;24;29;51;29;19;26;37;22;13;17;50;25;13;33;13;13;17;19;22;24;25;26;29;29;33;35;37;47;50;51
34;13;7;8;14;36;47;40;40;57;76;74;19;42;40;34;18;34;40;43;10;26;47;42;10;18;19;26;34;34;40;40;40;42;42;43;47;57;74;76
48;2;43;9;36;49;45;6;84;86;81;46;36;42;39;4;64;72;88;44;27;53;34;-2;-2;4;27;34;36;39;42;44;46;53;64;72;81;84;86;88
18;15;0;31;32;24;17;14;32;28;20;16;33;34;12;29;23;6;14;13;55;37;40;36;6;12;13;14;16;20;23;28;29;32;33;34;36;37;40;55
21;8;25;46;41;33;38;28;53;48;53;49;41;41;26;20;59;57;55;48;85;62;83;59;20;26;41;41;48;48;49;53;53;55;57;59;59;62;83;85
41;11;4;38;42;42;25;19;82;65;62;57;49;45;29;29;34;33;27;9;75;68;43;41;9;27;29;29;33;34;41;43;45;49;57;62;65;68;75;82
26;49;14;48;42;7;22;22;63;30;31;38;81;56;70;66;38;11;33;25;73;36;70;64;11;25;30;31;33;36;38;38;56;63;64;66;70;70;73;81
4;10;32;4;40;20;44;18;39;8;37;7;39;17;46;13;62;39;66;38;32;15;35;6;6;7;8;13;15;17;32;35;37;38;39;39;39;46;62;66
34;13;44;45;7;17;37;42;29;49;64;73;3;27;43;35;40;58;74;69;50;46;73;84;3;27;29;35;40;43;46;49;50;58;64;69;73;73;74;84
35;20;11;15;45;18;17;4;77;51;49;31;60;35;31;17;52;14;15;10;55;30;18;0;0;10;14;15;17;18;30;31;31;35;49;51;52;55;60;77
34;43;17;37;34;41;36;12;51;65;63;34;74;69;66;49;36;53;42;14;70;75;73;42;14;34;36;42;42;49;51;53;63;65;66;69;70;73;74;75
9;40;13;4;38;45;48;17;29;47;53;11;61;74;81;39;34;44;54;28;22;34;32;12;11;12;22;28;29;32;34;34;39;44;47;53;54;61;74;81
15;41;38;49;39;8;43;6;50;4;54;19;71;39;78;46;70;44;66;37;73;52;91;46;4;19;37;39;44;46;46;50;52;54;66;70;71;73;78;91
17;48;31;26;8;3;3;32;18;5;1;31;41;44;38;76;31;26;23;56;15;23;21;55;1;5;15;18;21;23;23;26;31;31;38;41;44;55;56;76
45;22;15;42;44;17;21;43;74;60;49;75;61;22;43;59;56;24;18;50;73;52;60;65;18;22;24;43;49;50;52;56;59;60;60;61;65;73;74;75
20;8;34;21;32;27;25;49;43;34;30;52;24;24;29;46;55;52;43;70;33;39;32;64;24;24;29;30;32;33;34;39;43;43;46;52;52;55;64;70
45;6;13;0;1;44;14;35;26;73;41;60;-7;34;19;31;5;56;8;44;-7;35;10;28;-7;-7;5;8;10;19;26;28;31;34;35;41;44;56;60;73
22;33;40;48;7;28;30;19;17;36;49;38;22;61;44;36;43;53;51;47;37;58;75;49;17;22;36;36;37;38;43;44;47;49;49;51;53;58;61;75
44;15;16;15;40;35;4;39;69;72;39;66;55;40;18;54;37;38;5;49;51;33;-1;50;-1;5;18;33;37;38;39;40;49;50;51;54;55;66;69;72
33;49;32;8;25;45;4;29;40;72;27;57;67;90;41;66;54;77;28;42;20;51;8;24;8;20;24;27;28;40;41;42;51;54;57;66;67;72;77;90
4;44;22;42;46;47;27;22;49;48;14;6;90;79;71;60;56;66;29;28;74;82;69;57;6;14;28;29;48;49;56;57;60;66;69;71;74;79;82;90
26;33;30;12;29;2;9;15;44;14;19;33;61;15;22;31;45;13;32;30;33;3;21;26;3;13;14;15;19;21;22;26;30;31;32;33;33;44;45;61
32;30;49;24;35;40;47;20;66;72;74;39;46;69;61;37;64;76;88;60;39;58;51;44;37;39;39;44;46;51;58;60;61;64;66;69;72;74;76;88
16;16;11;0;22;13;25;0;31;9;41;-3;28;16;25;11;20;10;35;8;2;-3;13;-2;-3;-3;-2;2;8;9;10;11;13;16;20;25;28;31;35;41
45;47;3;21;40;19;22;14;80;62;47;42;85;57;69;43;34;14;6;16;59;32;39;30;6;14;16;30;32;34;39;42;43;47;57;59;62;69;80;85
28;23;44;7;30;4;31;49;44;23;58;77;47;20;39;56;73;39;70;80;29;-3;29;44;-3;20;23;29;29;39;39;44;44;47;56;58;70;73;77;80
9;15;9;26;13;12;17;23;13;15;23;27;17;19;25;22;13;8;7;30;25;29;23;47;7;8;13;13;15;17;19;22;23;23;25;25;27;29;30;47
44;28;7;25;33;7;33;45;73;49;62;69;49;18;51;65;31;4;22;42;54;17;42;67;4;17;18;22;31;42;42;49;49;51;54;62;65;67;69;73
27;3;43;20;34;4;38;30;47;13;65;42;21;-9;31;26;58;40;73;60;47;21;41;35;-9;13;21;21;26;31;35;40;41;42;47;47;58;60;65;73
25;16;48;1;7;11;1;45;15;24;17;59;5;8;12;46;36;52;30;88;-4;5;-13;42;-13;-4;5;5;8;12;15;17;24;30;36;42;46;52;59;88
11;30;34;14;2;12;24;38;-5;8;21;39;20;39;48;61;17;38;49;68;4;6;28;35;-5;4;6;8;17;20;21;28;35;38;39;39;48;49;61;68
35;41;40;3;14;5;17;18;34;30;49;47;51;37;40;45;40;38;44;55;7;-8;0;10;-8;0;7;10;30;34;37;38;40;40;44;45;47;49;51;55
11;1;4;7;36;40;8;31;36;32;8;26;37;22;0;20;28;44;1;23;33;34;7;37;0;1;7;8;20;22;23;26;28;32;33;34;36;37;37;44
24;1;37;2;34;19;22;38;42;35;43;62;26;10;8;36;57;43;51;59;28;14;24;30;8;10;14;24;26;28;30;35;36;42;43;43;51;57;59;62
6;44;48;24;45;0;49;16;49;-14;44;15;79;26;78;58;73;33;83;44;59;20;73;38;-14;15;20;26;33;38;44;44;49;58;59;73;73;78;79;83
1;44;11;24;30;3;9;40;29;4;-7;33;73;33;42;80;25;14;13;38;34;13;24;59;-7;4;13;13;14;24;25;29;33;33;34;38;42;59;73;80
9;48;30;24;15;24;25;20;5;19;18;15;53;71;53;53;44;40;44;32;21;43;31;26;5;15;18;19;21;26;31;32;40;43;44;44;53;53;53;71
44;7;11;42;8;49;48;10;51;81;84;40;9;36;43;14;13;43;54;10;33;91;90;47;9;10;13;14;33;36;40;43;43;47;51;54;81;84;90;91
22;29;48;25;38;24;4;19;43;39;11;23;67;34;17;30;75;72;47;60;59;44;26;24;11;17;23;24;26;30;34;39;43;44;47;59;60;67;72;75
26;38;24;42;47;25;8;8;73;42;14;23;76;46;37;28;70;31;24;17;72;51;44;44;14;17;23;24;28;31;37;42;44;44;46;51;70;72;73;76
25;43;31;44;20;36;40;13;28;41;55;31;48;75;77;52;51;56;60;24;57;79;71;53;24;28;31;41;48;51;52;53;55;56;57;60;71;75;77;79
3;9;4;17;24;25;5;6;8;20;5;3;17;18;-1;7;13;14;3;0;28;26;6;11;-1;0;3;3;5;6;7;8;11;13;14;17;18;20;26;28
25;47;24;39;37;17;17;37;52;33;34;56;79;57;49;72;41;32;26;55;71;50;56;67;26;32;33;34;41;49;50;52;55;56;56;57;67;71;72;79
31;13;11;7;45;4;35;24;71;15;56;36;44;12;44;30;39;6;29;18;40;10;34;17;6;10;12;15;17;18;29;30;34;36;39;40;44;44;56;71
27;19;29;14;32;28;34;18;55;46;46;33;39;42;44;25;50;43;53;30;26;31;36;15;15;25;26;30;31;33;36;39;42;43;44;46;46;50;53;55
24;37;41;32;2;39;30;0;14;47;34;18;29;63;63;18;36;60;68;26;24;55;59;17;14;17;18;18;24;26;29;34;36;47;55;59;60;63;63;68
37;45;43;7;44;20;12;16;76;47;48;39;71;65;43;59;85;63;50;42;47;11;11;8;8;11;11;39;42;43;47;47;48;50;59;63;65;71;76;85
44;21;10;47;33;35;38;45;59;64;76;78;37;49;55;64;26;44;31;47;69;73;83;79;26;31;37;44;47;49;55;59;64;64;69;73;76;78;79;83
15;18;6;18;47;3;25;18;45;13;33;24;64;8;26;25;33;-1;27;23;46;21;38;36;-1;8;13;21;23;24;25;26;27;33;33;36;38;45;46;64
19;8;3;42;22;6;28;7;35;20;40;9;16;6;31;15;14;-6;12;4;49;44;57;47;-6;4;6;9;12;14;15;16;20;31;35;40;44;47;49;57
13;14;45;30;37;18;33;45;50;16;26;57;45;20;47;50;80;46;67;74;61;32;63;71;16;20;26;32;45;46;47;50;50;57;61;63;67;71;74;80
47;6;25;44;13;5;19;10;57;39;56;41;18;-6;15;9;31;20;27;20;46;36;44;42;-6;9;15;18;20;20;27;31;36;39;41;42;44;46;56;57
40;4;1;17;12;29;34;13;34;56;68;33;5;24;19;7;3;17;23;0;21;46;44;29;0;3;5;7;17;19;21;23;24;29;33;34;44;46;56;68
13;18;47;3;36;48;23;19;40;52;25;24;45;47;29;37;66;82;51;46;32;40;17;2;2;17;24;25;29;32;37;40;40;45;46;47;51;52;66;82
43;14;6;44;16;42;39;8;43;72;80;47;26;45;33;16;3;29;39;3;42;80;67;44;3;3;16;26;29;33;39;42;43;44;45;47;67;72;80;80
10;1;21;19;39;37;4;18;35;38;13;19;29;29;-6;13;49;56;15;29;57;51;20;25;-6;13;13;15;19;20;25;29;29;29;35;38;49;51;56;57
3;3;41;47;29;1;31;5;17;2;14;-9;31;-12;27;-3;67;42;59;30;69;47;74;39;-12;-9;-3;2;14;17;27;30;31;39;42;47;59;67;69;74
32;47;20;6;45;15;49;18;66;39;64;45;92;58;95;52;51;25;50;18;49;18;36;16;16;18;18;25;36;39;45;49;50;51;52;58;64;66;92;95
7;31;9;47;43;42;40;7;31;32;43;1;69;70;68;29;39;46;41;11;85;85;87;52;1;11;29;31;32;39;41;43;46;52;68;69;70;85;85;87
27;43;9;37;44;24;43;14;55;39;67;28;76;52;81;43;47;21;44;5;70;52;68;43;5;21;28;39;43;43;44;47;52;52;55;67;68;70;76;81
44;36;35;31;15;35;14;35;47;75;56;76;35;68;42;63;47;62;44;52;43;51;29;59;29;35;42;43;44;47;47;51;52;56;59;62;63;68;75;76
24;7;44;23;13;27;23;2;34;50;35;6;19;26;25;8;49;66;55;35;30;40;41;20;6;8;19;20;25;26;30;34;35;35;40;41;49;50;55;66
3;25;15;36;24;1;26;27;18;0;23;21;39;17;42;35;23;14;34;37;52;17;51;61;0;14;17;17;18;21;23;23;34;35;37;39;42;51;52;61
12;38;8;18;6;36;19;28;5;42;12;23;31;66;41;59;3;41;8;19;20;51;30;35;3;5;8;12;19;20;23;30;31;35;41;41;42;51;59;66
34;11;6;40;42;19;8;13;58;44;30;43;47;25;15;18;41;25;2;4;68;52;28;37;2;4;15;18;25;25;28;30;37;41;43;44;47;52;58;68
21;42;46;12;16;39;47;6;21;60;62;9;50;80;72;30;48;73;91;51;8;36;58;0;0;8;9;21;30;36;48;50;51;58;60;62;72;73;80;91
13;17;39;23;17;11;18;31;27;7;20;27;21;10;26;35;41;44;50;60;20;25;30;51;7;10;20;20;21;25;26;27;27;30;35;41;44;50;51;60
32;1;49;17;11;26;18;30;37;50;38;55;-2;27;-1;31;51;69;57;76;19;24;20;30;-2;-1;19;20;24;27;30;31;37;38;50;51;55;57;69;76
2;40;30;30;45;37;30;23;34;24;13;10;72;68;65;60;68;58;44;51;64;58;44;47;10;13;24;34;44;44;47;51;58;58;60;64;65;68;68;72
24;12;45;21;4;4;30;26;19;9;42;32;16;-4;33;24;43;37;74;53;21;12;46;40;-4;9;12;16;19;21;24;32;33;37;40;42;43;46;53;74
19;3;39;46;33;17;27;42;48;19;40;51;26;13;14;37;54;41;63;72;74;43;70;68;13;14;19;26;37;40;41;43;48;51;54;63;68;70;72;74
33;26;32;30;29;2;48;3;62;35;61;26;50;16;71;18;42;17;78;32;39;15;60;15;15;15;16;17;18;26;32;35;39;42;50;60;61;62;71;78
6;33;37;1;40;39;13;10;32;34;17;11;65;65;31;23;72;75;30;32;30;25;3;6;3;6;11;17;23;25;30;30;31;32;32;34;65;65;72;75
43;2;17;11;34;16;15;16;61;39;43;45;25;10;-2;12;49;19;12;28;41;14;13;22;-2;10;12;12;13;14;19;22;25;28;39;41;43;45;49;61
31;5;21;31;1;35;24;39;30;66;49;70;5;35;20;42;15;42;30;51;14;62;45;55;5;14;15;20;30;30;35;42;42;45;49;51;55;62;66;70
8;33;24;24;32;41;29;4;39;47;18;6;56;59;59;22;56;59;47;8;38;48;43;16;6;8;16;18;22;38;39;43;47;47;48;56;56;59;59;59
20;5;22;12;23;32;37;41;23;34;49;41;20;26;41;32;33;43;54;57;22;42;30;43;20;22;23;26;30;32;33;34;41;41;42;43;43;49;54;57
26;36;12;8;40;36;26;11;52;52;35;22;63;53;52;29;35;34;29;21;46;39;24;14;14;21;22;24;29;29;34;35;35;39;46;52;52;52;53;63
48;22;11;27;45;48;31;42;77;96;66;88;52;53;36;44;39;47;32;43;62;69;47;61;32;36;39;43;44;47;47;52;53;61;62;66;69;77;88;96
41;6;16;24;45;41;0;44;74;76;21;85;37;41;4;42;44;53;-4;52;63;47;5;48;-4;4;5;21;37;41;42;44;47;48;52;53;63;74;76;85
21;13;40;15;32;5;28;9;50;19;41;14;26;10;40;4;68;31;56;48;43;0;33;24;0;4;10;14;19;24;26;31;33;40;41;43;48;50;56;68
47;32;31;46;3;14;4;14;45;43;40;43;32;30;28;30;28;39;26;25;45;56;35;49;25;26;28;28;30;30;32;35;39;40;43;43;45;45;49;56
9;38;36;20;47;17;37;30;39;20;43;27;67;54;73;59;80;48;62;52;48;28;55;30;20;27;28;30;39;43;48;48;52;54;55;59;62;67;73;80
33;12;38;18;39;10;39;31;72;33;64;62;35;13;45;26;58;33;71;54;45;9;47;40;9;13;26;33;33;35;40;45;45;47;54;58;62;64;71;72
4;49;17;18;20;14;40;35;8;0;34;19;49;61;79;69;22;16;56;34;32;13;55;41;0;8;13;16;19;22;32;34;34;41;49;55;56;61;69;79
28;3;45;18;9;28;24;3;18;56;46;22;-2;17;18;-6;51;72;54;34;21;30;35;20;-6;-2;17;18;18;20;21;22;30;34;35;46;51;54;56;72
17;9;19;20;41;7;36;45;52;16;44;44;33;5;37;35;41;21;41;51;52;13;49;52;5;13;16;21;33;35;37;41;41;44;44;49;51;52;52;52
28;23;17;39;3;5;24;2;13;21;43;21;11;27;27;6;8;21;29;10;42;28;50;38;6;8;10;11;13;21;21;21;27;27;28;29;38;42;43;50
41;39;18;31;30;13;11;22;51;52;40;60;63;45;33;57;29;24;11;29;50;27;39;38;11;24;27;29;29;33;38;39;40;45;50;51;52;57;60;63
43;5;25;21;7;22;14;20;38;55;55;47;-2;23;3;12;31;28;19;43;14;30;34;37;-2;3;12;14;19;23;28;30;31;34;37;38;43;47;55;55
