q0p0;q0p1;q0p2;q0p3;q1p0;q1p1;q1p2;s[0, 4];s[0, 5];s[0, 6];s[1, 4];s[1, 5];s[1, 6];s[2, 4];s[2, 5];s[2, 6];s[3, 4];s[3, 5];s[3, 6];cost_ranking 0;cost_ranking 1;cost_ranking 2;cost_ranking 3;cost_ranking 4;cost_ranking 5;cost_ranking 6;cost_ranking 7;cost_ranking 8;cost_ranking 9;cost_ranking 10;cost_ranking 11
21;20;17;13;36;47;13;55;56;19;51;56;23;49;50;16;48;56;24;16;19;23;24;48;49;50;51;55;56;56;56
8;37;11;13;20;5;10;10;13;1;51;25;42;24;6;1;28;17;10;1;1;6;10;10;13;17;24;25;28;42;51
41;23;12;2;49;49;47;74;70;76;58;61;55;57;49;49;42;49;42;42;42;49;49;49;55;57;58;61;70;74;76
36;49;2;0;23;33;19;45;56;46;61;79;57;25;27;16;7;21;19;7;16;19;21;25;27;45;46;56;57;61;79
14;29;36;45;23;5;49;18;19;55;32;29;60;53;38;84;48;42;93;18;19;29;32;38;42;48;53;55;60;84;93
20;12;10;43;35;31;10;47;44;19;31;24;14;35;25;11;70;66;44;11;14;19;24;25;31;35;44;44;47;66;70
45;37;28;20;14;25;27;59;56;52;35;62;64;37;40;52;14;42;43;14;35;37;40;42;43;52;52;56;59;62;64
43;32;18;30;4;38;48;45;77;89;16;63;63;17;44;63;15;48;60;15;16;17;44;45;48;60;63;63;63;77;89
11;37;4;28;30;36;3;34;33;8;56;64;38;22;24;-5;43;61;31;-5;8;22;24;31;33;34;38;43;56;61;64
10;20;4;17;19;38;0;21;32;-9;31;39;16;3;22;-14;25;38;5;-14;-9;3;5;16;21;22;25;31;32;38;39
7;46;45;37;42;31;24;35;32;25;79;71;62;79;73;55;71;68;45;25;32;35;45;55;62;68;71;71;73;79;79
20;8;38;46;22;4;46;42;20;60;15;-4;47;53;28;70;68;40;90;-4;15;20;28;40;42;47;53;60;68;70;90
39;44;25;37;9;16;6;43;39;31;48;47;42;15;33;11;36;41;24;11;15;24;31;33;36;39;41;42;43;47;48
32;29;33;31;23;29;43;36;49;70;52;44;59;37;54;69;47;44;56;36;37;44;44;47;49;52;54;56;59;69;70
48;46;27;9;17;31;46;56;60;92;58;63;82;28;41;73;21;37;50;21;28;37;41;50;56;58;60;63;73;82;92
40;13;24;17;22;0;1;43;23;41;34;6;12;30;16;7;27;12;5;5;6;7;12;12;16;23;27;30;34;41;43
1;46;2;49;12;43;49;-1;44;50;58;72;83;14;25;48;60;86;90;-1;14;25;44;48;50;58;60;72;83;86;90
29;47;13;11;4;47;33;25;56;57;46;92;61;-1;56;35;-4;45;29;-4;-1;25;29;35;45;46;56;56;57;61;92
12;2;12;7;32;3;26;35;-2;29;30;0;23;28;10;18;27;-5;22;-5;-2;0;10;18;22;23;27;28;29;30;35
35;20;11;46;36;18;5;64;50;37;52;24;7;42;14;7;66;49;48;7;7;14;24;37;42;48;49;50;52;64;66
6;31;44;49;30;7;28;32;13;33;61;18;44;57;48;56;64;52;67;13;18;32;33;44;48;52;56;57;61;64;67
13;37;7;48;46;18;0;55;11;0;71;47;36;53;22;-6;78;55;34;-6;0;11;22;34;36;47;53;55;55;71;78
47;48;22;27;10;40;27;51;78;56;58;85;69;19;43;36;35;62;36;19;35;36;36;43;51;56;58;62;69;78;85
40;17;42;8;28;24;15;52;55;45;43;33;19;69;47;37;18;32;20;18;19;20;32;33;37;43;45;47;52;55;69
27;24;33;3;29;15;24;51;31;43;39;33;39;43;48;48;21;9;8;8;9;21;31;33;39;39;43;43;48;48;51
44;1;47;31;18;42;21;57;77;45;13;34;8;48;73;53;41;57;52;8;13;34;41;45;48;52;53;57;57;73;77
12;40;10;11;11;24;16;4;30;27;39;56;52;16;16;17;15;18;13;4;13;15;16;16;17;18;27;30;39;52;56
16;28;39;7;43;31;2;57;42;10;62;55;11;70;61;36;46;19;1;1;10;11;19;36;42;46;55;57;61;62;70
9;10;35;12;47;3;39;55;4;48;52;12;38;81;29;60;48;-1;51;-1;4;12;29;38;48;48;51;52;55;60;81
22;41;44;30;11;49;48;32;58;58;49;86;75;35;77;75;23;60;69;23;32;35;49;58;58;60;69;75;75;77;86
49;41;32;10;47;27;47;84;70;79;73;60;80;63;54;74;49;17;55;17;49;54;55;60;63;70;73;74;79;80;84
25;33;42;8;0;14;22;17;31;46;24;30;50;24;43;64;0;18;11;0;11;17;18;24;24;30;31;43;46;50;64
24;31;25;3;41;19;21;55;31;43;72;50;45;65;32;43;24;3;15;3;15;24;31;32;43;43;45;50;55;65;72
4;49;15;45;32;14;47;26;3;46;63;59;79;37;12;54;76;49;87;3;12;26;37;46;49;54;59;63;76;79;87
3;15;32;46;3;38;47;-6;30;44;14;52;52;15;52;60;33;79;74;-6;14;15;30;33;44;52;52;52;60;74;79
49;8;1;13;14;24;18;57;60;55;4;25;21;9;25;7;15;31;15;4;7;9;15;15;21;25;25;31;55;57;60
42;12;4;3;17;35;24;42;71;53;9;44;33;18;30;27;9;19;13;9;9;13;18;19;27;30;33;42;44;53;71
21;2;7;24;5;9;25;13;16;29;-11;-2;19;11;16;15;23;30;44;-11;-2;11;13;15;16;16;19;23;29;30;44
36;44;0;24;27;4;40;45;21;63;54;32;69;23;-6;34;42;16;64;-6;16;21;23;32;34;42;45;54;63;64;69
0;18;1;28;34;12;25;14;2;7;45;24;28;17;12;15;52;25;47;2;7;12;14;15;17;24;25;28;45;47;52
49;5;8;32;21;43;19;52;89;57;22;48;8;14;32;8;37;71;47;8;8;14;22;32;37;47;48;52;57;71;89
41;15;26;49;15;25;31;37;61;55;22;22;30;41;32;38;56;63;77;22;22;30;32;37;38;41;55;56;61;63;77
34;33;7;5;40;9;21;72;23;43;58;25;42;29;-4;22;42;-3;7;-4;-3;7;22;23;25;29;42;42;43;58;72
23;12;31;34;0;44;2;3;49;20;5;40;10;20;62;15;23;64;26;3;5;10;15;20;20;23;26;40;49;62;64
18;3;42;3;22;5;29;34;18;41;18;-9;27;56;47;58;7;-12;25;-12;-9;7;18;18;25;27;34;41;47;56;58
38;21;17;31;0;0;32;25;34;64;7;21;37;14;-2;42;30;31;54;-2;7;14;21;25;30;31;34;37;42;54;64
31;14;33;49;43;25;12;62;56;31;55;39;6;64;54;27;77;59;50;6;27;31;39;50;54;55;56;59;62;64;77
10;22;43;2;6;42;12;4;51;9;9;51;27;35;80;38;0;30;-1;-1;0;4;9;9;27;30;35;38;51;51;80
23;43;20;32;40;43;25;58;60;35;82;80;48;50;48;28;54;57;42;28;35;42;48;48;50;54;57;58;60;80;82
27;26;40;23;15;19;4;37;27;18;29;44;27;47;55;32;24;24;11;11;18;24;24;27;27;29;32;37;44;47;55
14;45;3;38;7;16;13;1;18;16;34;43;39;-6;13;3;37;49;41;-6;1;3;13;16;18;34;37;39;41;43;49
31;20;41;30;3;3;2;27;27;21;19;21;20;27;44;38;21;29;25;19;20;21;21;21;25;27;27;27;29;38;44
49;45;33;28;46;10;29;91;43;76;85;36;70;69;27;44;70;29;44;27;29;36;43;44;44;69;70;70;76;85;91
27;33;44;34;38;5;30;46;12;54;66;20;50;82;38;70;71;39;49;12;20;38;39;46;49;50;54;66;70;71;82
31;17;20;36;11;14;30;26;35;50;8;22;35;27;20;35;46;37;58;8;20;22;26;27;35;35;35;37;46;50;58
34;21;33;18;26;45;26;53;65;45;36;63;41;55;63;52;31;50;37;31;36;37;41;45;50;52;53;55;63;63;65
29;38;5;32;42;5;41;62;14;61;65;30;70;27;-3;38;56;30;57;-3;14;27;30;30;38;56;57;61;62;65;70
30;2;39;22;27;11;20;53;22;39;28;-3;22;66;48;50;39;21;33;-3;21;22;22;28;33;39;39;48;50;53;66
25;33;22;42;44;6;26;60;30;51;60;20;42;65;25;32;76;41;58;20;25;30;32;41;42;51;58;60;60;65;76
0;7;16;36;11;20;12;3;15;10;11;11;16;8;30;13;36;53;38;3;8;10;11;11;13;15;16;30;36;38;53
6;49;15;2;34;26;26;23;29;26;70;60;56;34;21;31;36;18;18;18;18;21;23;26;29;31;34;36;56;60;70
5;14;44;4;17;29;14;7;23;3;27;25;9;50;53;50;21;31;4;3;4;7;9;21;23;25;27;31;50;50;53
33;19;7;29;5;24;1;29;39;21;18;36;11;0;19;3;33;43;22;0;3;11;18;19;21;22;29;33;36;39;43
35;1;22;49;25;41;0;48;65;19;15;29;-8;44;58;15;64;77;36;-8;15;15;19;29;36;44;48;58;64;65;77
31;8;40;7;24;10;36;50;37;59;16;16;28;59;42;65;13;4;26;4;13;16;16;26;28;37;42;50;59;59;65
4;3;38;18;48;25;39;46;20;41;47;21;23;74;60;73;53;29;43;20;21;23;29;41;43;46;47;53;60;73;74
45;14;24;37;38;44;21;83;80;51;50;58;30;42;55;45;55;68;46;30;42;45;46;50;51;55;55;58;68;80;83
18;38;12;30;5;46;24;9;59;31;29;83;46;15;51;31;24;60;36;9;15;24;29;31;31;36;46;51;59;60;83
17;44;15;44;21;42;24;31;45;27;59;85;60;35;55;25;55;74;51;25;27;31;35;45;51;55;55;59;60;74;85
2;18;45;8;28;24;23;22;23;6;46;31;22;62;62;62;18;12;20;6;12;18;20;22;22;23;31;46;62;62;62
34;9;46;8;24;34;43;46;60;68;19;30;34;63;62;78;22;31;47;19;22;30;31;34;46;47;60;62;63;68;78
21;32;11;15;20;30;0;38;50;10;49;50;12;11;36;4;34;43;7;4;7;10;11;12;34;36;38;43;49;50;50
26;30;47;14;1;2;36;19;15;44;13;15;54;36;39;73;-5;3;46;-5;3;13;15;15;19;36;39;44;46;54;73
0;37;34;24;45;28;4;42;21;-1;74;57;26;74;54;29;59;40;11;-1;11;21;26;29;40;42;54;57;59;74;74
4;33;37;35;36;43;22;32;45;16;56;68;38;56;63;55;59;69;46;16;32;38;45;46;55;56;56;59;63;68;69
37;0;20;25;5;24;15;23;46;36;0;18;12;25;24;21;20;45;25;0;12;18;20;21;23;24;25;25;36;45;46
33;46;48;41;13;12;3;30;44;27;45;48;42;60;43;39;49;53;26;26;27;30;39;42;43;44;45;48;49;53;60
32;20;35;29;37;31;47;61;45;79;55;32;51;60;59;76;59;42;72;32;42;45;51;55;59;59;60;61;72;76;79
11;30;2;30;42;32;34;39;23;26;68;47;60;44;15;16;57;59;50;15;16;23;26;39;44;47;50;57;59;60;68
37;23;21;21;15;18;29;35;47;50;37;35;50;16;27;30;17;37;39;16;17;27;30;35;35;37;37;39;47;50;50
21;1;23;24;5;48;7;15;55;20;-6;33;2;9;53;24;19;59;28;-6;2;9;15;19;20;24;28;33;53;55;59
11;25;18;19;13;7;2;20;1;-2;36;17;15;26;13;9;29;20;8;-2;1;8;9;13;15;17;20;20;26;29;36
49;15;21;23;35;5;35;83;38;80;46;15;48;49;6;41;47;12;52;6;12;15;38;41;46;47;48;49;52;80;83
22;14;40;22;13;20;46;33;30;60;14;33;49;51;42;67;32;32;53;14;30;32;32;33;33;42;49;51;53;60;67
48;35;35;43;43;46;41;78;77;74;76;68;58;77;64;64;78;79;78;58;64;64;68;74;76;77;77;78;78;78;79
45;0;17;0;25;6;24;68;32;69;22;-8;18;38;12;25;10;1;10;-8;1;10;10;12;18;22;25;32;38;68;69
44;31;6;30;28;32;47;55;62;89;50;44;71;23;24;49;41;47;70;23;24;41;44;47;49;50;55;62;70;71;89
19;39;6;10;29;36;5;34;45;19;52;62;29;17;40;7;32;35;7;7;7;17;19;29;32;34;35;40;45;52;62
17;25;38;25;2;38;14;2;37;31;10;60;26;23;68;51;23;46;21;2;10;21;23;23;26;31;37;46;51;60;68
44;23;2;24;46;35;22;75;68;65;58;43;37;29;19;6;64;55;38;6;19;29;37;38;43;55;58;64;65;68;75
46;38;12;1;49;44;29;92;72;59;72;67;66;58;40;41;31;43;16;16;31;40;41;43;58;59;66;67;72;72;92
8;1;44;6;1;27;34;4;25;40;-10;18;28;38;66;61;2;24;22;-10;2;4;18;22;24;25;28;38;40;61;66
30;15;46;42;22;4;13;39;15;30;17;14;21;50;42;58;64;33;48;14;15;17;21;30;33;39;42;48;50;58;64
26;23;1;42;12;0;28;20;23;35;18;18;42;8;-13;25;45;31;64;-13;8;18;18;20;23;25;31;35;42;45;64
32;35;40;35;43;48;15;63;61;30;63;63;39;63;75;50;75;76;43;30;39;43;50;61;63;63;63;63;75;75;76
7;2;48;15;43;44;3;32;34;-1;25;27;-11;72;88;39;43;59;9;-11;-1;9;25;27;32;34;39;43;59;72;88
6;42;3;28;48;2;25;50;4;17;90;29;56;50;-12;26;63;13;45;-12;4;13;17;26;29;45;50;50;56;63;90
34;44;25;16;19;21;9;52;47;24;48;62;43;25;45;29;30;36;22;22;24;25;29;30;36;43;45;47;48;52;62
2;45;1;7;47;32;18;48;14;1;91;61;47;34;25;5;50;24;14;1;5;14;14;24;25;34;47;48;50;61;91
16;32;15;9;41;33;12;51;46;20;64;50;44;41;34;12;49;24;20;12;20;20;24;34;41;44;46;49;50;51;64
37;44;36;8;43;19;33;79;45;55;80;50;60;71;40;63;46;23;35;23;35;40;45;46;50;55;60;63;71;79;80
19;5;12;39;39;17;31;40;28;41;44;2;31;48;17;40;58;42;55;2;17;28;31;40;40;41;42;44;48;55;58
19;11;10;17;38;4;11;46;8;30;31;-4;2;37;13;13;48;11;28;-4;2;8;11;13;13;28;30;31;37;46;48
30;38;15;13;25;3;11;42;22;37;50;30;44;27;2;19;34;8;4;2;4;8;19;22;27;30;34;37;42;44;50
18;7;1;36;34;2;24;51;5;26;29;-1;29;19;-9;14;67;25;44;-9;-1;5;14;19;25;26;29;29;44;51;67
4;1;43;28;46;24;23;39;13;9;43;24;23;72;64;56;59;52;41;9;13;23;24;39;41;43;52;56;59;64;72
42;41;19;34;22;19;46;53;56;83;45;51;83;36;24;54;54;45;63;24;36;45;45;51;53;54;54;56;63;83;83
9;21;47;44;12;31;38;12;35;30;26;44;56;52;71;72;54;75;79;12;26;30;35;44;52;54;56;71;72;75;79
34;38;7;47;30;32;43;52;65;69;59;52;70;29;20;39;65;70;71;20;29;39;52;52;59;65;65;69;70;70;71
48;16;35;31;21;37;23;53;69;56;25;42;36;56;69;46;34;59;54;25;34;36;42;46;53;54;56;56;59;69;69
26;49;40;44;9;20;34;27;27;49;48;53;64;45;53;60;42;47;77;27;27;42;45;47;48;49;53;53;60;64;77
17;7;29;5;31;9;8;37;12;10;38;9;1;43;19;24;29;5;-4;-4;1;5;9;10;12;19;24;29;37;38;43
22;22;24;11;10;5;3;15;14;17;18;22;22;23;18;9;21;11;6;6;9;11;14;15;17;18;18;21;22;22;23
23;23;17;46;19;32;47;28;40;61;30;38;51;30;46;56;57;63;88;28;30;30;38;40;46;51;56;57;61;63;88
42;43;29;1;18;2;20;51;32;55;48;40;53;38;15;49;5;-1;2;-1;2;5;15;32;38;40;48;49;51;53;55
27;27;38;1;18;27;5;45;37;15;39;42;23;39;55;26;6;25;-5;-5;6;15;23;25;26;37;39;39;42;45;55
26;13;22;13;40;41;2;53;50;10;41;36;-5;48;43;12;42;51;-2;-5;-2;10;12;36;41;42;43;48;50;51;53
48;17;1;41;24;7;6;56;43;48;25;22;7;7;-5;-5;52;29;46;-5;-5;7;7;22;25;29;43;46;48;52;56
12;46;49;11;47;38;7;58;41;18;89;69;46;80;82;41;58;36;16;16;18;36;41;41;46;58;58;69;80;82;89
47;20;47;30;11;40;43;50;72;81;14;58;55;51;81;85;33;59;57;14;33;50;51;55;57;58;59;72;81;81;85
21;22;48;13;36;19;4;47;40;16;41;37;20;79;48;37;39;18;11;11;16;18;20;37;37;39;40;41;47;48;79
35;42;24;21;18;33;24;35;66;52;56;66;48;31;53;46;30;46;27;27;30;31;35;46;46;48;52;53;56;66;66
18;17;10;38;34;15;23;35;16;22;41;26;25;28;13;28;54;45;53;13;16;22;25;26;28;28;35;41;45;53;54
15;10;13;46;40;10;9;54;8;19;31;8;7;39;11;19;68;46;51;7;8;8;11;19;19;31;39;46;51;54;68
21;31;41;44;10;24;34;11;29;47;40;55;49;34;57;62;54;56;70;11;29;34;40;47;49;54;55;56;57;62;70
20;15;7;24;37;41;40;51;49;59;52;47;44;37;38;41;43;60;57;37;38;41;43;44;47;49;51;52;57;59;60
15;15;8;22;3;34;49;14;41;53;-2;44;63;-3;34;37;11;38;58;-3;-2;11;14;34;37;38;41;44;53;58;63
13;13;33;2;26;16;29;26;23;31;30;14;22;54;32;62;13;11;25;11;13;14;22;23;25;26;30;31;32;54;62
29;11;27;8;8;27;23;31;47;48;4;34;19;28;35;44;16;21;16;4;16;16;19;21;28;31;34;35;44;47;48
26;10;42;21;17;0;12;23;23;24;22;6;8;48;30;37;28;21;15;6;8;15;21;22;23;23;24;28;30;37;48
30;43;40;5;14;28;14;32;52;27;49;68;51;38;50;39;14;32;-1;-1;14;27;32;32;38;39;49;50;51;52;68
3;32;17;45;49;33;48;38;24;46;80;65;61;56;44;50;79;72;82;24;38;44;46;50;56;61;65;72;79;80;82
26;9;36;0;29;4;21;35;15;39;19;-6;13;64;31;37;24;1;11;-6;1;11;13;15;19;24;31;35;37;39;64
20;7;26;30;46;15;37;59;15;40;48;4;42;62;29;61;74;29;51;4;15;29;29;40;42;48;51;59;61;62;74
12;34;11;33;27;26;31;26;31;25;49;44;58;27;17;40;45;59;55;17;25;26;27;31;40;44;45;49;55;58;59
3;42;21;33;10;19;18;2;8;12;38;56;46;28;34;25;40;40;34;2;8;12;25;28;34;34;38;40;40;46;56
21;38;6;23;29;37;16;32;56;32;52;67;46;34;27;21;50;40;38;21;27;32;32;34;38;40;46;50;52;56;67
29;21;47;46;20;27;21;29;51;32;34;43;31;60;71;48;61;65;54;29;31;32;34;43;48;51;54;60;61;65;71
34;1;15;25;1;47;31;20;71;56;-9;33;27;6;51;38;24;66;36;-9;6;20;24;27;33;36;38;51;56;66;71
17;41;14;40;39;9;11;44;20;28;63;42;50;52;12;6;79;35;39;6;12;20;28;35;39;42;44;50;52;63;79
9;5;41;31;3;26;49;2;29;55;1;20;38;29;53;72;27;46;62;1;2;20;27;29;29;38;46;53;55;62;72
28;40;36;29;38;7;22;47;27;37;78;37;47;63;27;43;55;16;47;16;27;27;37;37;43;47;47;47;55;63;78
21;32;22;44;28;37;23;47;54;42;49;50;42;38;42;31;64;81;61;31;38;42;42;42;47;49;50;54;61;64;81
21;14;12;38;5;23;14;19;26;23;16;17;10;1;23;16;33;56;38;1;10;16;16;17;19;23;23;26;33;38;56
14;37;34;45;17;38;22;28;48;34;41;72;41;43;56;51;60;69;60;28;34;41;41;43;48;51;56;60;60;69;72
18;34;2;32;14;9;15;19;23;31;32;36;39;15;-4;4;40;32;38;-4;4;15;19;23;31;32;32;36;38;39;40
23;4;37;13;36;15;40;58;32;50;30;0;36;68;38;62;49;22;33;0;22;30;32;33;36;38;49;50;58;62;68
6;18;19;7;32;1;17;21;-7;23;49;9;35;48;10;20;33;-11;11;-11;-7;9;10;11;20;21;23;33;35;48;49
9;10;47;24;46;44;5;46;37;8;46;37;15;90;86;39;54;54;14;8;14;15;37;37;39;46;46;54;54;86;90
46;28;48;25;11;29;42;40;74;83;37;48;57;55;62;71;23;38;51;23;37;38;40;48;51;55;57;62;71;74;83
47;36;38;9;46;17;40;82;51;68;71;33;58;67;36;64;46;15;35;15;33;35;36;46;51;58;64;67;68;71;82
12;38;8;15;8;47;43;5;45;52;33;73;77;1;42;46;15;58;46;1;5;15;33;42;45;46;46;52;58;73;77
43;20;26;11;18;37;26;51;75;67;36;45;46;28;57;45;9;35;28;9;28;28;35;36;45;45;46;51;57;67;75
47;30;20;15;43;28;49;78;66;85;53;41;61;46;46;50;49;30;58;30;41;46;46;49;50;53;58;61;66;78;85
9;19;1;44;22;20;19;11;12;12;23;28;36;11;13;14;54;49;55;11;11;12;12;13;14;23;28;36;49;54;55
28;37;12;4;27;25;10;38;41;26;61;48;36;37;32;9;28;22;7;7;9;22;26;28;32;36;37;38;41;48;61
16;0;45;8;26;40;32;41;49;40;26;32;31;56;81;61;16;35;21;16;21;26;31;32;35;40;41;49;56;61;81
42;23;44;30;18;39;34;57;76;66;31;60;51;55;74;76;31;58;47;31;31;47;51;55;57;58;60;66;74;76;76
38;46;17;35;32;48;17;62;79;39;72;92;43;34;46;20;61;75;44;20;34;39;43;44;46;61;62;72;75;79;92
11;28;2;39;6;1;49;3;9;56;21;17;68;6;-12;35;45;29;87;-12;3;6;9;17;21;29;35;45;56;68;87
31;37;46;11;25;31;36;39;51;47;48;62;61;54;67;77;35;28;38;28;35;38;39;47;48;51;54;61;62;67;77
18;26;25;43;30;5;21;32;19;23;46;13;29;38;21;29;72;45;56;13;19;21;23;29;29;32;38;45;46;56;72
19;41;5;9;3;27;0;2;39;10;28;58;27;5;30;-6;-3;17;-2;-6;-3;-2;2;5;10;17;27;28;30;39;58
23;28;17;26;48;30;41;64;40;64;67;50;60;51;46;57;70;37;61;37;40;46;50;51;57;60;61;64;64;67;70
4;33;15;34;8;41;34;6;38;34;30;60;49;14;42;31;22;55;56;6;14;22;30;31;34;38;42;49;55;56;60
33;38;11;26;43;15;11;71;39;29;80;53;35;38;12;17;61;27;23;12;17;23;27;29;35;38;39;53;61;71;80
24;36;1;28;49;14;5;67;23;15;84;43;27;49;-5;-9;60;37;17;-9;-5;15;17;23;27;37;43;49;60;67;84
42;4;12;45;4;13;11;35;48;50;-6;2;6;2;13;5;31;46;44;-6;2;2;5;6;13;31;35;44;46;48;50
35;18;4;45;4;10;17;25;31;51;20;23;34;-12;4;1;39;37;58;-12;1;4;20;23;25;31;34;37;39;51;58
43;6;23;46;0;48;36;36;85;63;-12;37;30;11;69;47;36;78;68;-12;11;30;36;36;37;47;63;68;69;78;85
11;17;19;1;22;35;34;18;40;34;23;49;43;40;40;48;20;23;32;18;20;23;23;32;34;40;40;40;43;48;49
36;42;9;16;11;24;19;45;58;47;43;49;55;7;24;11;18;28;21;7;11;18;21;24;28;43;45;47;49;55;58
41;40;38;24;40;10;17;75;47;54;60;35;38;77;42;46;44;17;23;17;23;35;38;42;44;46;47;54;60;75;77
46;15;2;35;41;46;35;77;85;80;46;55;47;42;40;21;74;79;65;21;40;42;46;47;55;65;74;77;79;80;85
31;19;35;47;15;49;33;33;60;54;19;65;39;38;66;65;57;86;69;19;33;38;39;54;57;60;65;65;66;69;86
32;42;30;16;17;2;10;45;19;26;39;36;40;30;13;36;23;7;21;7;13;19;21;23;26;30;36;36;39;40;45
45;46;22;30;43;32;33;73;62;72;70;66;67;65;38;52;58;56;47;38;47;52;56;58;62;65;66;67;70;72;73
35;5;12;33;20;47;3;36;69;34;24;46;-4;29;50;3;36;76;16;-4;3;16;24;29;34;36;36;46;50;69;76
27;34;44;18;14;40;32;37;51;41;38;59;53;49;74;72;15;49;39;15;37;38;39;41;49;49;51;53;59;72;74
30;48;20;28;1;6;42;12;17;59;30;34;82;1;12;42;14;27;70;1;12;12;14;17;27;30;34;42;59;70;82
9;20;28;12;42;42;11;45;47;15;59;47;28;58;61;21;36;36;12;12;15;21;28;36;36;45;47;47;58;59;61
24;7;5;3;23;5;24;28;12;42;19;2;21;20;6;19;9;-9;15;-9;2;6;9;12;15;19;19;20;21;28;42
14;20;26;19;28;13;11;32;18;9;42;29;16;51;21;30;29;29;25;9;16;18;21;25;29;29;29;30;32;42;51
34;17;42;2;33;25;13;56;43;33;42;29;16;64;51;38;15;9;10;9;10;15;16;29;33;38;42;43;51;56;64
16;27;21;18;46;45;8;57;59;7;68;71;15;47;50;24;46;59;21;7;15;21;24;46;47;50;57;59;59;68;71
14;45;3;7;11;32;11;24;45;23;53;57;46;14;34;12;7;23;2;2;7;12;14;23;23;24;34;45;46;53;57
4;18;37;13;25;18;35;21;12;26;34;16;51;55;35;71;32;31;32;12;16;21;26;31;32;32;34;35;51;55;71
46;49;25;18;4;46;6;44;88;35;33;89;39;11;71;11;18;54;8;8;11;11;18;33;35;39;44;54;71;88;89
21;0;19;21;20;40;7;31;53;15;17;22;-8;19;39;21;23;48;12;-8;12;15;17;19;21;22;23;31;39;48;53
38;22;16;39;46;15;6;81;36;33;50;21;16;58;21;22;65;49;42;16;21;21;22;33;36;42;49;50;58;65;81
8;11;29;46;17;45;32;14;45;38;9;51;31;45;72;55;44;90;75;9;14;31;38;44;45;45;51;55;72;75;90
6;28;48;28;32;36;11;18;34;12;59;44;33;75;81;48;56;54;27;12;18;27;33;34;44;48;54;56;59;75;81
12;18;32;31;41;39;3;42;50;0;55;53;6;72;61;21;63;51;21;0;6;21;21;42;50;51;53;55;61;63;72
46;49;9;10;35;9;2;69;39;46;83;52;46;37;16;2;35;14;1;1;2;14;16;35;37;39;46;46;52;69;83
39;36;9;1;20;46;36;47;66;67;56;66;53;25;40;37;14;27;25;14;25;25;27;37;40;47;53;56;66;66;67
46;10;4;2;2;2;17;31;36;52;5;0;16;-3;-14;20;2;2;10;-14;-3;0;2;2;5;10;16;20;31;36;52
29;20;6;36;37;32;22;58;45;39;40;48;41;40;34;25;65;54;38;25;34;38;39;40;40;41;45;48;54;58;65
45;1;2;20;38;10;47;73;39;72;27;5;46;34;11;29;54;27;49;5;11;27;27;29;34;39;46;49;54;72;73
30;31;43;10;40;34;31;50;60;61;52;51;57;64;59;67;33;37;41;33;37;41;50;51;52;57;59;60;61;64;67
43;37;33;19;7;17;17;44;58;54;28;37;42;27;33;35;11;25;16;11;16;25;27;28;33;35;37;42;44;54;58
16;31;30;40;23;24;14;21;39;15;34;49;25;50;39;34;48;59;43;15;21;25;34;34;39;39;43;48;49;50;59
47;31;3;49;31;12;40;68;58;71;58;37;71;28;5;43;70;55;71;5;28;37;43;55;58;58;68;70;71;71;71
20;28;24;13;26;43;18;38;59;37;51;62;41;32;55;33;22;38;31;22;31;32;33;37;38;38;41;51;55;59;62
31;23;1;13;41;49;29;55;72;51;54;55;36;38;49;20;45;49;36;20;36;36;38;45;49;49;51;54;55;55;72
0;14;41;18;20;48;30;20;35;27;27;45;30;55;84;51;34;64;43;20;27;27;30;34;35;43;45;51;55;64;84
30;32;20;9;48;29;42;72;56;57;68;48;71;64;36;53;56;18;40;18;36;40;48;53;56;56;57;64;68;71;72
17;12;31;36;1;26;2;10;30;10;5;35;-3;12;45;24;23;49;21;-3;5;10;10;12;21;23;24;30;35;45;49
32;32;30;32;33;49;30;63;70;47;54;79;58;62;76;57;59;70;48;47;48;54;57;58;59;62;63;70;70;76;79
30;15;30;5;8;27;17;35;43;35;3;28;32;35;52;28;8;28;9;3;8;9;28;28;28;32;35;35;35;43;52
49;4;41;16;48;43;22;97;82;52;49;29;8;76;69;57;51;41;31;8;29;31;41;49;51;52;57;69;76;82;97
33;14;8;30;4;1;3;25;24;31;5;12;1;4;-2;11;14;21;16;-2;1;4;5;11;12;14;16;21;24;25;31
15;0;21;9;7;0;3;19;15;0;-6;-17;-5;18;11;22;12;0;-6;-17;-6;-6;-5;0;0;11;12;15;18;19;22
41;3;41;24;42;2;23;75;41;50;45;3;7;66;41;57;60;26;36;3;7;26;36;41;41;45;50;57;60;66;75
10;26;17;44;32;11;16;38;1;24;57;26;37;38;18;18;72;36;53;1;18;18;24;26;36;37;38;38;53;57;72
48;40;27;35;14;46;22;48;77;69;42;77;45;36;62;49;32;77;50;32;36;42;45;48;49;50;62;69;77;77;77
7;16;6;9;4;3;43;-8;8;47;14;6;56;1;1;40;4;11;37;-8;1;1;4;6;8;11;14;37;40;47;56
18;2;37;11;24;16;12;35;31;24;22;14;8;61;48;35;20;25;17;8;14;17;20;22;24;25;31;35;35;48;61
27;38;48;40;19;23;1;38;47;24;53;54;29;59;70;35;55;62;32;24;29;32;35;38;47;53;54;55;59;62;70
38;46;13;9;22;42;22;51;79;50;60;68;49;32;44;17;21;38;24;17;21;24;32;38;44;49;50;51;60;68;79
